State	Model	DGtau1	DGtaudag	Kdiss(instance0)	Kdiss(instance1)	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho	
7010000	4	-4.6319050617	8.8483385407	99.888572618	1.3059503925	0.208409236	1.6229482862	128.7411696254	19.6433674914	16.0304708821	13.6794165305	30.337182765	25.0474946317	21.8631500318	39.8896159427	33.8571106953	29.5717611347	49.3394275227	42.6544122358	60.7514191766	53.6089278767	48.4236730898	76.2510728309	69.1294057986	63.3903789735	100.1087105771	95.7039766436	90.6481678933	9.628941	4.653615	
7015000	4	-4.748343422	8.5317119289	108.8356581262	0.5387169912	1.4240178694	2.5657939075	132.2621380949	19.3192214008	16.0525132854	13.8198937286	30.3498008688	25.5509691492	21.8302292486	39.8639832925	33.8495403914	30.129854439	49.6533130047	42.8963623464	61.1633994246	53.9115727109	49.1949333492	76.7726019017	69.6199042799	64.1240445526	101.677887691	97.009057872	93.4558196347	8.038558	4.71683	
7020000	4	-4.6016237378	8.746924309	96.7333885615	4.7350627938	0.7005248827	1.8085586207	128.2884013982	19.8589409178	16.0638610758	13.7697104968	30.5624440194	25.5314700543	22.3191061842	40.5181226833	33.7735803871	29.8275078765	49.7140518353	42.4764214187	61.7563308712	54.0985480844	48.5709134681	76.3068320775	69.6185825185	63.0928372991	101.6610945752	95.672026852	90.9633307777	9.682457	4.810951	
7025000	5	-4.6479588631	7.6982001925	122.8568346527	2.0789801373	1.3270449255	1.4490452199	127.4925854791	19.7023846973	16.1994676021	13.7784119628	30.6901845764	25.7745462059	22.1658418699	39.9663573198	34.430993054	30.0548323229	49.157201294	42.4034094601	60.9071440871	54.3316160946	48.7298761751	75.9856129625	69.5082715648	63.1418966727	100.8720579451	95.532090676	90.73614101	8.453342	4.771207	
7030000	5	-4.9508684118	8.9357124801	87.0146382409	3.7434569602	1.1417739436	3.3140065142	129.2385167776	18.7938719937	15.8388078129	13.8386763857	29.5698233504	25.2625818049	22.0856894055	38.5882147026	33.8336298729	30.3076907108	47.8779186535	41.9458143059	60.2784747002	53.969893077	49.3629444994	75.0012741544	68.8077174795	64.0583094196	100.1917449274	95.5436023875	91.9750539123	9.347579	4.79846	
7035000	4	-4.723487046	9.5297684318	98.6227831103	14.2442066539	0.6296209521	0.1000341006	126.9057819019	20.0674013188	16.6112604773	14.273955033	30.9893210257	26.1397007882	22.8951269941	40.7483596141	34.5899332849	30.7695941368	49.7978476526	43.5401381546	61.9360886742	54.803061014	49.4487796554	75.8221935126	69.274899789	64.6717303867	100.2627027063	95.4227539044	91.3655582971	9.161801	4.755517	
7040000	4	-4.8596157873	7.302848359	110.3982247282	23.1531479384	0.1028845473	0.9394687993	129.3339600158	19.1379559963	16.2137549457	14.1915439389	29.939236596	25.6163942311	22.3860276059	39.7541274222	34.1064576605	30.4313003514	48.742348632	42.5989518064	61.0246933295	54.5380897569	49.6306916556	75.7202679292	68.9288532831	65.2433993864	100.7858934854	96.560662923	91.9081638758	7.520598	4.741479	
7045000	4	-4.7082982251	11.1693701064	105.394997459	9.0742616241	0.4971879488	0.0820145698	131.6996916737	19.5867293596	16.2115060211	13.8915360017	30.4835801902	25.4846330241	22.3445391471	40.051802566	34.1798995485	29.9693998426	49.2626576688	42.7226736564	61.4541789463	54.6165596365	49.4067258008	77.1492570307	70.0761722816	64.2380972677	101.9310978496	98.0122196403	92.565415299	7.291415	4.789003	
7050000	4	-4.6762991469	8.2187789146	93.0691943098	0.9935681622	1.2443587391	1.3523431841	122.8126496972	20.0394761691	16.4478343411	14.1054007197	31.2127101626	25.8826335162	22.3644401186	40.3300156742	34.5675823293	30.3891226131	49.3326035042	42.8701275355	60.8696961055	54.3753965431	48.9126138966	74.9939745714	69.2341829038	63.3095673781	98.298810137	93.1143085074	89.5051009066	8.573125	4.844853	
7055000	4	-4.8811431856	8.8889928921	106.7929617699	67.1020919542	0.3270888505	3.1909730916	125.5895051684	19.5316273497	16.357771192	14.172531373	30.2505216552	25.7079181988	22.6725552416	39.5845526649	34.5417332802	30.8568169863	48.5931380019	42.7723508825	60.4215131563	53.7218537165	49.0797653999	74.3970640932	68.6266990262	63.7882335438	98.5910297845	94.3588693238	90.4671537443	7.642363	4.593634	
7060000	5	-4.6310855086	8.9876294769	101.8472835465	2.720933833	1.3375060922	1.8965720793	128.6530483908	19.7833505047	16.1680042491	13.7907394083	30.4597254568	25.3115025923	22.0491514005	40.1619199892	33.9893638319	30.0348059231	49.353917392	42.5871150675	61.5850243902	54.1717677512	48.8047143295	76.1772191118	69.102784925	63.4562493407	100.7494892728	95.5134537235	91.3694860354	9.325716	4.594462	
7065000	4	-4.6472064334	8.3659795028	95.4175662597	2.865329889	0.0211078658	1.4384656726	126.8637202573	19.9103960946	16.3804630293	14.1037617782	31.2837849749	25.8169711809	22.5729311369	40.7317242629	34.7039345202	30.3580490619	49.4531099815	43.143902385	61.9973631909	54.2228922434	49.0653817606	76.5013184375	69.5324359502	64.2057622701	100.2891228486	95.4382504862	91.3864255479	8.651724	4.822679	
7070000	4	-4.5441055591	10.0379179317	92.8902768423	9.900928512	0.5500504065	2.3097369301	127.0649744131	19.9821517783	16.2998516669	13.726349225	30.9015469363	25.6224286197	22.0233807022	40.6155177088	34.005992726	29.6920376248	49.3770928198	42.1576888921	61.6796801888	53.8843003367	48.592087703	76.2512184068	68.6846867087	62.6100520203	100.608625295	94.5867822597	90.926379834	9.027625	4.63214	
7075000	4	-4.5815442551	11.2996514063	97.2304003958	15.9115930568	0.0451154767	2.6475691367	128.4960389462	19.5794265566	15.898714725	13.5952316281	30.5166736064	24.8886992799	21.6979599891	40.2008532652	33.8060808549	29.6021058217	49.2491318662	42.2226623666	61.4266439099	53.7136851669	48.3534477257	75.6509258507	68.196123287	63.0147704398	100.9610418956	95.2418940483	90.606733617	6.260347	4.810795	
7080000	4	-4.7356911491	8.4237526373	104.7445738001	24.2844272591	0.1678557165	3.3175578712	128.1399388213	19.3132258587	15.9293655815	13.7769121806	29.7715782023	25.3933426184	22.0265227612	39.4867384645	33.5525055521	29.6585127428	48.5565547245	42.0530634072	60.6493649537	53.715408824	48.2699333619	75.7417006897	68.6994420904	63.6157674059	99.4597264829	95.0942520625	91.0396352469	8.85939	4.585199	
7085000	4	-5.0581117683	9.9510961786	116.7377370775	6.1063514965	0.023764543	2.3525282594	126.9410216585	19.0133443875	16.2791576876	14.5304469979	29.6896763351	25.6744596398	23.0016696842	38.8773118486	34.2642222585	30.9713207497	47.802163813	42.6074373929	60.0964843695	53.8227568196	49.9211799683	74.6052325782	69.0382064997	64.5594302143	99.4173977432	94.2447618071	91.9873698018	8.48957	4.708358	
7090000	4	-4.9299647252	8.1655949392	118.6003593051	19.4285790524	0.8796784249	1.7587910202	130.8807676051	18.7288984869	15.8562667119	13.8980180296	29.1520604352	25.0760722797	22.0826198841	38.7732672769	33.9195031764	29.7841380684	47.4917888132	42.0638334542	59.9789316022	53.8746184448	48.8225904853	75.5515513532	68.9579811216	63.9064670777	100.6974457557	96.359071469	92.9414916283	8.516249	4.726472	
7095000	5	-4.9923114053	8.3416567344	122.6423120984	5.5221970948	1.1765462965	1.5557074799	127.3820688374	19.1725344356	16.2241292452	14.4009998638	29.9265612994	25.9083817202	22.953673639	39.4469309735	34.2945707584	30.7512643385	48.3653078405	42.7669079009	60.4254386948	54.4461489644	49.7538321303	75.6184020465	69.2570359975	64.7683043267	99.413543744	95.7727946614	91.9312765226	9.210753	4.784023	
7100000	5	-5.076765246	9.3642464267	33.8498288451	5.2735406139	1.1033534986	1.273221133	130.0472389737	18.7677834384	15.9617796018	14.2055983829	29.1855037402	25.4474295534	22.4760882016	38.5759716685	34.0884040801	30.488682659	47.7897037562	42.6178980883	59.9982173536	54.0227666889	49.60795887	74.9159966952	69.801562963	64.6508687709	100.9452253788	96.4006517127	92.9404636582	7.760969	4.737797	
7105000	5	-5.1180660849	8.0119734273	177.8387213308	13.7213000485	1.1589890596	2.6703079873	131.1986679612	18.591193989	16.0438604423	14.1889565817	29.1423672598	25.3238674586	22.5694309245	38.5884004766	33.9385774564	30.6127040325	47.5355107432	42.3985445501	59.6720736126	54.1683311428	50.1146947186	74.7981246105	69.6502289594	64.8578434499	100.933898408	97.0746443189	93.3679102827	8.338438	4.797093	
7110000	5	-5.0668223664	8.4808079837	101.630451949	13.8540549741	1.2122933722	1.3889139783	130.2913781545	19.0837115735	16.1634794266	14.3391189275	29.6245427168	25.6019577407	22.8075341025	39.2799817549	34.2128537297	31.0539588918	47.8842119853	42.6670671006	60.3583509049	54.5485820829	50.2802266426	75.3960047209	69.593174088	65.0159397661	101.4265710476	97.3190758279	93.0893060199	8.761899	4.733524	
7115000	5	-4.9126791817	10.4324725992	123.6389496977	13.6424567361	1.2439510338	2.9337752454	130.5804446492	18.6165071271	15.6677851684	13.7899847817	29.1071010322	24.9119514592	21.9528649614	38.6012694492	33.6608408406	29.5241311326	47.730962731	41.579635615	59.5890612866	53.5458307866	48.4896278962	74.6043773163	68.2565255319	63.639875862	100.5543982247	95.8655345175	91.8945106719	7.926121	4.837554	
7120000	5	-4.8733065019	7.9049757868	415.0093564729	5.6350148834	1.2240164437	1.8697242588	128.8066875183	19.4055582444	16.192671611	14.0407382493	29.8377179337	25.5238917635	22.4083647399	39.0412237629	34.4347946033	30.6488500343	48.4436130406	42.6537112134	60.451429307	54.1864490482	49.427076206	75.4709835451	69.2935244931	64.1979679101	100.2359017899	95.493800343	91.7355892806	7.408979	4.545803	
