State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	chiSquared	
9560000	11	-2.0411087755	5.0787385148	104.785495334	0.2635773983	3.2223984696	26.3407433679	6.36695	7.883181	9.575462	11.803709	16.23339	18.206281	19.495685	20.577597	21.41367	22.467217	6.177643	7.713756	9.736439	13.849091	15.634885	16.91929	17.911713	18.75835	19.897171	0.248679	0.496063	0.967328	1.862575	3.464883	7.11528	16.479707	19.621069	22.282239	1.910393	2.561414	4.110588	4.978459	5.616678	6.111497	6.647149	7.246741	0.224431	0.306658	0.516439	0.639091	0.724571	0.814565	0.889022	0.997779	-11.778198	2.384942	
9600000	11	-2.0203470284	5.0165460526	98.4229361938	11.2796271129	3.3824809028	25.5114517629	6.324566	7.840722	9.621002	11.916555	16.392959	18.17321	19.4141	20.388827	21.256654	22.088688	6.182472	7.678693	9.686581	13.858422	15.709454	16.867418	17.877323	18.737116	19.709877	0.254705	0.505437	0.987635	1.903671	3.53523	7.191784	16.397611	19.467336	21.938946	1.937567	2.587269	4.198738	5.001091	5.691677	6.252814	6.772902	7.394516	0.229561	0.312779	0.526598	0.649449	0.74179	0.830803	0.911124	1.024523	-14.807481	2.382787	
9640000	11	-1.9135376367	4.9184070421	91.0503766404	0.4215387025	3.2781926793	25.0840847648	6.713361	8.313242	10.014618	11.829576	16.552552	18.203884	19.366012	20.255304	21.01777	21.870627	6.454083	7.917683	9.982629	13.965972	15.736084	16.869208	17.881104	18.582207	19.69933	0.268286	0.528262	1.032147	1.965616	3.653546	7.413161	16.448221	19.428024	21.683641	1.890773	2.56016	4.184474	5.053686	5.691626	6.296697	6.857482	7.580151	0.223264	0.304674	0.521915	0.650922	0.749331	0.847812	0.940735	1.067036	-11.738814	2.316248	
9680000	11	-1.972970688	4.9698549337	93.4739285462	1.1726815995	3.3265478614	25.2321797548	6.575762	8.054095	9.790677	12.014964	16.467492	18.177918	19.382483	20.337998	21.027049	21.362585	6.348072	7.868641	9.89599	13.897432	15.696407	16.856296	17.775361	18.710414	19.65353	0.264847	0.522209	1.028535	1.96571	3.622254	7.393982	16.534842	19.36332	21.763481	1.966237	2.625731	4.234056	5.133207	5.758631	6.339684	6.834104	7.554405	0.22985	0.312835	0.536518	0.658852	0.754083	0.819639	0.938109	1.057621	-12.241875	2.355833	
9720000	11	-1.837645989	4.9338082516	91.3893421999	4.5201727708	3.2676695676	25.4004325947	6.63336	8.198875	9.931017	12.124891	16.48974	18.199027	19.4592	20.403817	21.245419	22.058936	6.287562	7.733089	9.849476	13.926807	15.660446	16.901521	17.812039	18.723002	19.801686	0.263759	0.522742	1.025136	1.979777	3.620422	7.38433	16.497007	19.509864	21.881517	1.832205	2.469885	4.094913	4.921393	5.617743	6.268863	6.817617	7.589226	0.212056	0.290096	0.511207	0.637841	0.733443	0.840957	0.925073	1.049119	-13.384198	2.388898	
9760000	11	-1.963301821	4.9781593427	96.3095704772	0.0490356293	3.2683379479	25.4940638076	6.549427	8.17993	9.816084	12.118229	16.362785	18.20545	19.397073	20.410649	21.091442	22.134201	6.35178	7.799077	9.858209	13.90265	15.610956	16.869631	17.887292	18.730188	19.756593	0.258812	0.51182	1.00044	1.913573	3.557807	7.271906	16.510088	19.398627	21.925261	1.898731	2.558295	4.156814	5.020171	5.675664	6.236272	6.750365	7.448822	0.221426	0.304248	0.51565	0.643941	0.74445	0.83158	0.91754	1.02944	-12.160264	2.388865	
9800000	11	-1.8788471791	4.9486512126	95.7694572061	0.5361228578	3.2057002803	25.7114751003	6.735205	8.279476	9.968043	12.284877	16.497866	18.274025	19.515093	20.517479	21.203171	22.196633	6.370102	7.825292	9.7476	13.88225	15.658972	16.95552	17.94295	18.760032	19.852772	0.258195	0.509864	0.996821	1.923468	3.544696	7.305773	16.491346	19.511299	21.965156	1.846726	2.444403	4.040266	4.940382	5.581975	6.158371	6.745703	7.41271	0.213523	0.291136	0.497266	0.625655	0.723447	0.818089	0.908576	1.0321	-11.793524	2.3823	
9840000	11	-1.9717789291	5.005755993	97.7737197681	0.4640210178	3.2700419852	25.6774728642	6.4989	8.112207	9.663663	11.947297	16.454897	18.172303	19.409932	20.349579	21.181502	22.217501	6.267862	7.658479	9.747392	13.84263	15.638761	16.876798	17.86178	18.735905	19.786515	0.256305	0.504975	0.996491	1.907035	3.540474	7.247563	16.389447	19.538008	21.966978	1.922782	2.541448	4.195967	4.967673	5.632935	6.247393	6.731953	7.43395	0.22103	0.305501	0.514474	0.640198	0.735978	0.823051	0.879305	1.02926	-11.809136	2.38636	
9880000	11	-2.0260907092	5.0312118969	100.6831195785	0.3091203575	3.3195970252	25.7737028647	6.375403	7.917288	9.595171	11.899035	16.317002	18.154607	19.461054	20.595875	21.219029	22.251014	6.212493	7.719141	9.75511	13.866986	15.59152	16.871439	17.961945	18.782168	19.766572	0.252701	0.503581	0.981425	1.896556	3.501932	7.196047	16.474646	19.529358	21.998453	1.924837	2.600385	4.187261	5.019796	5.618532	6.230556	6.657296	7.328549	0.228086	0.308486	0.52186	0.638652	0.732268	0.824904	0.904141	1.0119	-11.779838	2.35938	
9920000	11	-2.0222319469	5.0454156148	103.8931704932	0.2380131649	3.3181255111	26.2683461288	6.325178	7.843966	9.642529	11.924091	16.49536	18.438131	19.576785	20.658102	21.586218	22.611265	6.210008	7.64354	9.740263	13.929086	15.795859	17.036021	18.130184	18.896022	19.838118	0.250201	0.497237	0.969177	1.86013	3.456571	7.131943	16.53152	19.68342	22.381568	1.908975	2.545903	4.105561	4.951667	5.56073	6.158344	6.598821	7.338737	0.223623	0.305312	0.516274	0.631295	0.721535	0.80778	0.886762	0.997405	-11.766881	2.385387	
9960000	11	-1.9853694761	5.0381374601	100.8679409028	0.0219877984	3.1950633996	26.2617387518	6.540481	8.080813	9.768194	12.052032	16.410149	18.238784	19.59623	20.727133	21.42143	22.499675	6.341522	7.773529	9.788326	13.95143	15.806409	17.033878	18.043601	18.898937	20.10908	0.256605	0.506461	0.984708	1.902232	3.547494	7.283327	16.599644	19.734834	22.259725	1.914437	2.574497	4.139538	4.986914	5.672588	6.245624	6.707688	7.439456	0.221531	0.307356	0.520007	0.639106	0.733997	0.822867	0.903023	1.023337	-12.783097	2.370074	
10000000	11	-1.9743197184	5.1181699797	99.6489629434	0.0190043253	3.0994580299	26.4100533524	6.474798	7.86358	9.623158	11.72572	16.169097	18.095272	19.307359	20.554611	21.256646	22.395407	6.220214	7.630931	9.608035	13.716945	15.583628	16.886888	17.892658	18.77486	19.999092	0.259837	0.516069	1.004285	1.92644	3.577921	7.335154	16.615429	19.711866	22.215527	1.901869	2.568924	4.171754	5.003954	5.671707	6.276142	6.814085	7.512863	0.225675	0.311107	0.526693	0.643098	0.74796	0.837944	0.918653	1.036083	-12.863147	2.377207	
10040000	11	-2.0638763365	5.0739857777	106.0594262427	0.1957102124	3.0946655382	26.6385969029	6.624027	8.163584	9.816851	12.013574	16.438403	18.308243	19.519002	20.615226	21.42725	22.604726	6.399585	7.849614	9.852596	13.897121	15.672909	17.056291	17.973346	18.965324	19.986605	0.249115	0.495517	0.973142	1.870417	3.483182	7.143471	16.504675	19.757168	22.350918	1.966898	2.600458	4.179654	5.043556	5.626838	6.159099	6.696809	7.307267	0.230142	0.312923	0.525761	0.641711	0.728713	0.82155	0.889771	0.997016	-11.803092	2.387023	
10080000	11	-2.0002320981	5.1227840208	101.6735393415	1.9148455403	2.9753144239	26.6322296802	6.614991	8.037124	9.715547	11.773774	16.170686	18.110266	19.195231	20.405816	21.282479	22.468091	6.325731	7.738003	9.651505	13.731746	15.518417	16.772741	17.995367	18.671055	19.926848	0.257435	0.511676	1.000733	1.919143	3.560536	7.292309	16.645394	19.594907	22.120713	1.936011	2.58672	4.182194	5.043603	5.648451	6.24699	6.775617	7.447882	0.22757	0.311658	0.526021	0.652878	0.743375	0.835215	0.923674	1.026914	-12.604931	2.380247	
10120000	11	-2.1078699602	5.1053597804	108.0171239895	1.5023526369	3.0970846815	26.5617280981	6.550216	8.012798	9.698503	11.870831	16.221666	18.027236	19.393265	20.498087	21.481238	22.499065	6.367787	7.854857	9.702536	13.802215	15.54073	16.933895	17.884538	18.831373	19.904142	0.246399	0.485992	0.958069	1.850264	3.430578	7.082078	16.441652	19.544534	22.182641	1.967027	2.597628	4.174431	4.971579	5.644178	6.145793	6.603848	7.260487	0.230986	0.31409	0.524317	0.637037	0.730504	0.809749	0.87949	0.986412	-12.564495	2.34653	
10160000	11	-2.072385262	5.1257422897	103.9414085211	0.0151422865	3.2790312086	26.5136939547	6.177962	7.639029	9.448579	11.690841	16.240955	18.259522	19.551167	20.765544	21.568464	22.518106	6.2018	7.62734	9.6038	13.825281	15.732943	17.044309	18.099899	19.069037	20.127123	0.253554	0.504355	0.982222	1.906111	3.521207	7.258688	16.579434	19.732802	22.286093	1.981966	2.608429	4.247999	5.103566	5.713064	6.25538	6.764448	7.391075	0.235816	0.318133	0.535638	0.655256	0.745717	0.831941	0.90859	1.017369	-13.211598	2.381297	
10200000	11	-1.9060493003	5.0644178259	97.8177187891	0.2721433562	3.0981945889	26.3108520689	6.507137	8.101023	9.716659	11.982074	16.293353	18.129312	19.430613	20.467136	21.382703	22.435315	6.267211	7.669745	9.66141	13.804356	15.605036	16.816763	18.039988	18.91029	19.991392	0.259928	0.513579	1.009251	1.940034	3.591423	7.32265	16.623027	19.649361	22.201875	1.837681	2.504971	4.112074	4.97918	5.629652	6.254631	6.776879	7.533557	0.217115	0.295842	0.513596	0.63496	0.735196	0.824918	0.920783	1.036965	-11.615204	2.3869	
10240000	11	-1.863860615	4.9782709534	91.716683265	5.1149709174	3.3689222902	25.5532569129	6.383966	7.903923	9.680072	11.989447	16.48007	18.38052	19.467019	20.514889	21.376798	22.237811	6.183474	7.669447	9.7229	13.850971	15.757642	16.973937	18.003436	18.924327	19.82387	0.267092	0.528362	1.032532	1.982353	3.634223	7.434114	16.680634	19.657801	22.079064	1.86297	2.501571	4.167336	4.98541	5.716265	6.31511	6.900837	7.674304	0.214297	0.296125	0.512395	0.646075	0.752892	0.852938	0.940002	1.06484	-13.528988	2.387928	
10280000	11	-2.0059707122	4.9458517201	99.7600113148	0.2264272416	3.2859486952	25.6419936795	6.673204	8.251301	9.979711	12.195489	16.637638	18.307524	19.528065	20.450903	21.25324	22.327202	6.437978	7.89133	9.881277	14.00381	15.812247	16.962036	18.073164	18.815104	19.79405	0.252778	0.500589	0.979186	1.887535	3.505858	7.155019	16.39257	19.583891	22.103449	1.927005	2.576136	4.170326	5.028755	5.626035	6.194836	6.664982	7.356113	0.222072	0.308819	0.516762	0.641682	0.733285	0.820235	0.903309	1.005122	-11.78338	2.384537	
10320000	11	-1.9461937766	5.0598934613	97.8759983242	0.0114089838	3.1521445193	25.9637713677	6.435265	7.968678	9.673612	11.860376	16.225364	18.087254	19.288258	20.485183	21.247533	22.274513	6.283603	7.709512	9.626856	13.758279	15.516229	16.839341	17.878083	18.755417	19.893542	0.259706	0.511988	0.997024	1.925588	3.561559	7.262052	16.444389	19.518485	22.185994	1.881295	2.533763	4.144016	4.968252	5.655039	6.254974	6.721432	7.452504	0.219108	0.301448	0.51511	0.645369	0.737763	0.835923	0.916938	1.032731	-13.411608	2.388818	
10360000	11	-1.8906541458	5.0295816293	99.0886006967	1.2079159602	3.1436466046	26.010738926	6.513641	8.065322	9.6669	11.923989	16.167645	18.063698	19.288379	20.34188	21.200017	22.317924	6.196604	7.656861	9.56597	13.658387	15.491651	16.754062	17.867829	18.689359	19.788893	0.25125	0.500117	0.980425	1.894055	3.522679	7.178582	16.396116	19.505087	21.956527	1.808329	2.417463	3.98951	4.82646	5.470186	6.084918	6.652251	7.383892	0.207716	0.286219	0.494233	0.614696	0.715312	0.800761	0.89092	1.01141	-12.196209	2.387743	
10400000	11	-1.9052035684	4.9568286872	93.9695993475	0.1570205419	3.3546158455	25.1830295907	6.475482	8.008822	9.789546	11.991983	16.358358	18.038261	19.345842	20.210761	21.015242	21.95111	6.18266	7.719877	9.689997	13.845948	15.497148	16.754336	17.767683	18.641353	19.564319	0.25681	0.513373	1.000158	1.919284	3.56969	7.28673	16.402812	19.246163	21.690062	1.842778	2.493854	4.083425	4.934136	5.599475	6.227716	6.716092	7.435011	0.214814	0.295132	0.509769	0.638048	0.730031	0.821227	0.909051	1.036248	-11.678689	2.36853	
10440000	11	-1.9444810494	5.0914883279	99.1461090472	0.8227658714	3.0040987757	26.3799811809	6.574774	8.156435	9.672315	11.871099	16.141354	18.027515	19.270597	20.366942	21.264704	22.284185	6.29277	7.705783	9.617095	13.716622	15.418245	16.777437	17.862259	18.776137	19.933983	0.258511	0.510931	1.00638	1.928221	3.574907	7.284373	16.541462	19.593533	22.065689	1.892607	2.521684	4.113062	4.980552	5.620104	6.220699	6.752642	7.429359	0.219347	0.301036	0.514306	0.639604	0.740099	0.827176	0.914296	1.029362	-11.974574	2.384963	
10480000	11	-1.9449353954	5.0558679178	99.6182260986	0.265425226	3.078541185	26.4981504782	6.643321	8.14661	9.834361	12.031985	16.456859	18.157475	19.562599	20.65591	21.524954	22.497502	6.302742	7.801261	9.753435	13.93123	15.635521	17.004662	17.990001	18.989567	20.106275	0.259026	0.512875	1.008157	1.933415	3.573639	7.313603	16.626099	19.802864	22.344729	1.884388	2.546596	4.138624	5.006833	5.660619	6.249251	6.779252	7.509318	0.220235	0.301028	0.522655	0.646899	0.733584	0.829756	0.917295	1.041601	-11.660966	2.383175	
10520000	11	-2.0194020271	5.1293406487	99.6365661621	0.1027050797	2.9878861904	26.3181610107	6.569179	8.02509	9.71573	11.769371	16.026118	17.894611	19.157281	20.270564	21.169243	22.254631	6.367428	7.791431	9.677461	13.68071	15.443715	16.856484	17.824374	18.734888	19.755997	0.262035	0.515553	1.009622	1.937022	3.591941	7.375796	16.549923	19.513775	21.979731	1.957706	2.647245	4.219866	5.076548	5.704775	6.267475	6.825319	7.518952	0.231995	0.315222	0.533057	0.657343	0.75806	0.84542	0.924541	1.037312	-11.808897	2.374428	
10560000	11	-2.0489272948	5.039894919	104.58816068	0.8481858798	3.2567960697	26.3071284892	6.461643	8.028677	9.704736	11.9523	16.441677	18.367777	19.699738	20.727922	21.52807	22.555687	6.336532	7.718157	9.800894	13.929196	15.662906	17.075326	18.08208	18.875237	19.929575	0.250557	0.492068	0.969301	1.863091	3.475548	7.085327	16.526214	19.659147	22.278033	1.923331	2.577481	4.154964	4.99624	5.582129	6.16372	6.653446	7.299871	0.226644	0.307989	0.518781	0.639231	0.728153	0.813371	0.88924	0.99903	-12.150462	2.371986	
10600000	11	-2.0104630274	5.0348258019	97.6207727441	0.2953154289	3.229725405	25.8358327513	6.530448	8.094355	9.799854	11.941112	16.373363	18.174262	19.400293	20.421737	21.214483	22.196727	6.327938	7.741428	9.850929	13.883322	15.635861	16.918076	17.945143	18.885612	19.881599	0.260899	0.514768	1.011818	1.939941	3.603314	7.350976	16.5111	19.573378	21.976432	1.962213	2.647106	4.244295	5.097682	5.712183	6.299233	6.792241	7.509233	0.231386	0.314531	0.532194	0.653659	0.760972	0.852644	0.922284	1.042006	-11.730633	2.37474	
10640000	11	-2.019122222	5.0215061076	100.136034072	0.0126054104	3.2880509961	25.9765314826	6.390919	8.037103	9.747211	12.036692	16.46078	18.250966	19.441193	20.49762	21.390897	22.370599	6.254448	7.850337	9.826484	13.896625	15.725106	16.979154	18.103468	18.979955	19.897088	0.247333	0.510306	0.993296	1.906909	3.546939	7.281552	16.521856	19.636772	22.186508	1.965871	2.595161	4.18168	5.059417	5.674524	6.239607	6.732838	7.417331	0.230224	0.312091	0.527586	0.649116	0.737783	0.830315	0.908901	1.020158	-13.394348	2.346868	
10680000	11	-1.830057465	5.047904386	93.3122089508	0.0088405687	3.0952608258	25.92330688	6.541765	8.010792	9.694212	11.791761	16.153389	18.065906	19.258491	20.401181	21.20514	22.186907	6.251747	7.592043	9.603516	13.667455	15.438592	16.776512	17.888436	18.678973	19.87379	0.263023	0.519992	1.020388	1.959007	3.630777	7.43147	16.604394	19.551486	21.972976	1.800634	2.423136	4.054766	4.93393	5.599814	6.249421	6.765884	7.565399	0.209064	0.286215	0.498	0.633363	0.735496	0.835412	0.92748	1.05634	-13.600162	2.364158	
10720000	11	-2.0761391596	5.1143778565	102.1273638226	0.2889032426	3.1732073473	26.3477321981	6.372475	7.892006	9.592182	11.767682	16.252664	18.15213	19.350548	20.414829	21.355925	22.381542	6.269186	7.769385	9.731258	13.840241	15.614205	16.974057	17.923135	18.889142	20.015287	0.257854	0.511393	0.995953	1.912825	3.559201	7.256659	16.657994	19.700716	22.188399	1.997694	2.671077	4.24861	5.103106	5.718217	6.312428	6.809994	7.449869	0.239222	0.324024	0.542411	0.666634	0.748596	0.838905	0.919151	1.028932	-11.777346	2.37804	
10760000	11	-2.0447808205	5.0163877425	101.4024475426	0.0294979448	3.2988464051	25.8673616546	6.471242	7.981373	9.792364	12.052362	16.432302	18.292503	19.507113	20.543205	21.345069	22.284186	6.308532	7.807846	9.815405	13.925501	15.706928	16.933525	17.982764	18.760093	19.86332	0.255071	0.50397	0.977191	1.889406	3.499687	7.169495	16.450732	19.53527	22.112055	1.963876	2.578328	4.190768	5.035629	5.653689	6.220344	6.707161	7.33541	0.23285	0.314867	0.519875	0.642962	0.736766	0.82557	0.897827	1.011691	-12.60299	2.384694	
10800000	11	-1.9013558816	5.0643018139	94.742496885	0.0434414436	3.2709329412	25.9027349874	6.232057	7.821643	9.44943	11.796101	16.2449	18.099138	19.360863	20.392166	21.338057	22.342928	6.134829	7.4874	9.626248	13.783714	15.632691	16.934399	18.068038	18.911694	19.983892	0.264113	0.524113	1.021329	1.963012	3.61815	7.432235	16.671155	19.591561	22.046451	1.871936	2.515811	4.10331	5.000472	5.734542	6.29854	6.855069	7.554009	0.219315	0.298317	0.517494	0.642814	0.746052	0.846047	0.927349	1.052899	-12.118754	2.379703	
10840000	11	-1.9536809647	5.0498118804	98.9387644379	0.0917814793	3.2006257582	26.0565186928	6.451804	8.025563	9.711617	11.870981	16.192601	18.130952	19.426316	20.505478	21.362173	22.29245	6.239584	7.680918	9.66474	13.781502	15.584244	16.925914	17.907836	18.813084	19.775175	0.256074	0.508516	0.99669	1.906754	3.548873	7.304562	16.572547	19.559499	22.093093	1.884372	2.526438	4.116381	4.981146	5.624784	6.203205	6.737739	7.439833	0.22112	0.300194	0.517642	0.639199	0.73857	0.823775	0.909243	1.027125	-11.82582	2.308186	
10880000	11	-1.8618198959	4.992830023	97.7017965725	1.4981930655	3.205159673	26.1733016985	6.560085	8.108024	9.833278	12.06291	16.474762	18.337527	19.555513	20.752101	21.488654	22.547809	6.243654	7.747968	9.658286	13.825634	15.655789	16.941776	18.061386	18.922209	20.026275	0.255943	0.507164	0.992549	1.916075	3.528124	7.271938	16.628067	19.800687	22.290403	1.824754	2.422257	4.009679	4.867879	5.518276	6.132325	6.736603	7.467942	0.209391	0.284898	0.502805	0.620404	0.718291	0.814583	0.905235	1.026715	-12.330685	2.379194	
10920000	11	-2.0461343627	5.0158267174	104.4268867122	0.2944847854	3.25406118	26.1249636043	6.546085	8.116322	9.82818	11.999095	16.507633	18.381748	19.535658	20.591922	21.378733	22.534415	6.304831	7.819856	9.794723	13.883502	15.789428	16.968675	17.933809	18.792163	19.939804	0.247236	0.492637	0.967253	1.852659	3.436851	7.126994	16.480338	19.643546	22.203982	1.9402	2.541518	4.156882	4.981304	5.551377	6.158863	6.621559	7.316407	0.224183	0.306138	0.518177	0.628873	0.726175	0.814578	0.886081	0.989628	-11.82382	2.388552	
10960000	11	-1.923902419	4.9360475518	94.2036322371	0.2672713749	3.3280016338	25.3485885907	6.563444	8.202244	9.951279	12.197249	16.456276	18.323439	19.457334	20.434573	21.217345	22.219765	6.338035	7.879216	9.870545	14.006528	15.76921	16.942104	17.984018	18.732645	19.730019	0.259186	0.51628	1.006228	1.931391	3.569366	7.297454	16.563789	19.433933	21.933454	1.887913	2.545523	4.150457	5.032159	5.662743	6.251883	6.760993	7.502098	0.219388	0.301808	0.522289	0.643348	0.741431	0.836207	0.916535	1.043428	-11.685197	2.368522	
11000000	11	-1.8918952683	5.0241474579	95.8994361245	3.0687485253	3.3589138438	25.992256729	6.229851	7.801049	9.607136	11.862384	16.413561	18.322905	19.532973	20.659436	21.541767	22.48696	6.070504	7.582592	9.670242	13.836225	15.772646	17.017886	18.105419	19.02959	19.998079	0.262059	0.516261	1.006154	1.930016	3.589362	7.371654	16.666678	19.790713	22.285988	1.844582	2.497964	4.115478	5.01756	5.663397	6.221052	6.754722	7.563054	0.215045	0.294348	0.51411	0.635035	0.734822	0.833385	0.918826	1.041834	-12.97058	2.386536	
11040000	11	-1.9481423594	4.9995396228	102.2784553671	2.6787819644	3.1875700632	26.1779655627	6.599955	8.164677	9.888824	12.078255	16.430582	18.320737	19.39661	20.557015	21.472401	22.479546	6.31197	7.71742	9.749248	13.850117	15.706598	16.877435	17.948784	18.900167	19.92165	0.249926	0.497113	0.968209	1.855152	3.460352	7.078321	16.398074	19.62505	22.289058	1.835454	2.464675	4.07698	4.861031	5.535679	6.077193	6.627066	7.313022	0.211013	0.294672	0.495994	0.616251	0.714838	0.803854	0.882686	0.995551	-12.943369	2.385984	
11080000	12	-1.8632334984	4.9455850541	89.9907709262	9.2091410337	3.3652315581	25.8058163433	6.499167	8.047833	9.98549	12.134843	16.611449	18.44561	19.713597	20.769861	21.443939	22.450592	6.261727	7.81703	9.88042	14.091852	15.866501	17.11688	18.216373	19.086983	20.088962	0.266463	0.524983	1.029532	1.980757	3.660902	7.46199	16.778951	19.866131	22.256854	1.847849	2.512038	4.142441	5.03939	5.701585	6.337013	6.890872	7.632595	0.215685	0.293682	0.513619	0.640547	0.745596	0.842547	0.933691	1.068971	-14.326423	2.370613	
11120000	11	-1.9113025394	5.0282901279	95.2798579313	0.025790625	3.1571929957	25.6519180467	6.498892	8.041946	9.676043	11.870045	16.163336	17.95987	19.289667	20.197397	21.062267	22.097663	6.247262	7.71119	9.624564	13.644172	15.539083	16.791446	17.785445	18.623242	19.624386	0.260444	0.515896	1.007337	1.922162	3.580181	7.296332	16.444505	19.321978	21.84908	1.867047	2.509836	4.104944	5.001109	5.620482	6.249206	6.727861	7.482731	0.215991	0.29724	0.513948	0.641729	0.735647	0.834089	0.918404	1.040099	-12.548863	2.383608	
11160000	11	-2.0119581872	5.0864013209	97.9446943531	0.3181299855	3.1715784102	25.9414636891	6.412827	7.883666	9.577952	11.821652	16.158434	18.059024	19.266954	20.312466	21.093992	22.129189	6.273539	7.683781	9.66099	13.796731	15.685445	16.78697	17.911488	18.717979	19.850034	0.261629	0.515333	1.006652	1.946803	3.593206	7.335657	16.532685	19.516208	21.992041	1.956945	2.61886	4.256024	5.10661	5.694402	6.282732	6.827315	7.526261	0.232395	0.316516	0.532751	0.65554	0.754028	0.842817	0.924868	1.039438	-11.717697	2.389355	
11200000	11	-1.8959119878	4.9517594309	95.0939479934	0.1440326893	3.3635495642	25.5739761079	6.464779	8.066769	9.883866	12.076645	16.515999	18.31381	19.483707	20.644719	21.228853	22.373869	6.269878	7.698318	9.822719	13.924633	15.736045	16.971222	18.005769	18.869435	19.860949	0.260059	0.511043	1.007182	1.943768	3.577826	7.319728	16.518873	19.606573	22.076725	1.870645	2.497069	4.067316	4.969879	5.635702	6.233328	6.758072	7.468341	0.211805	0.292987	0.511179	0.632738	0.72868	0.827493	0.908898	1.039492	-11.688428	2.365992	
11240000	11	-1.8519193949	5.0386868512	97.451899589	0.0314865244	3.0083483645	26.2183284924	6.708854	8.147065	9.853596	11.95186	16.197723	17.951715	19.309703	20.396727	21.377897	22.332755	6.239584	7.684617	9.566967	13.699633	15.395273	16.767631	17.821211	18.768798	19.947855	0.257848	0.50711	0.993553	1.912559	3.533813	7.240258	16.495736	19.580958	22.100808	1.779912	2.394656	3.991472	4.88861	5.525587	6.15593	6.671382	7.454881	0.209798	0.284725	0.497005	0.616306	0.715468	0.817128	0.902102	1.032741	-12.340773	2.38506	
11280000	11	-1.9233858129	5.0222249138	98.5812183431	0.8259106619	3.213175118	25.9100613905	6.439745	8.023365	9.6935	11.861084	16.360829	18.21398	19.493151	20.485702	21.289087	22.316181	6.211677	7.686689	9.635752	13.694998	15.529302	16.836235	17.955253	18.677765	19.779437	0.255119	0.503813	0.98903	1.902935	3.503377	7.243188	16.500634	19.609384	21.964213	1.843347	2.486267	4.029977	4.922295	5.581079	6.156982	6.671089	7.416974	0.215402	0.293122	0.507244	0.626045	0.725104	0.813386	0.891995	1.016384	-11.997066	2.387715	
11320000	11	-1.8611745782	4.9500367768	92.4319798037	0.4485866874	3.1988774362	25.1660621926	6.708679	8.234599	9.843977	11.989575	16.294919	17.989665	19.139343	20.179744	20.925459	21.868701	6.328504	7.768279	9.72737	13.734161	15.48474	16.71315	17.710075	18.520871	19.482336	0.259772	0.512061	1.008199	1.933744	3.583745	7.27271	16.250944	19.259968	21.675027	1.806409	2.423344	4.048958	4.882969	5.591284	6.171623	6.679606	7.45589	0.212247	0.29054	0.499516	0.623137	0.727465	0.817863	0.91278	1.040272	-11.705924	2.386464	
11360000	11	-1.7996482504	4.9557604775	92.8513090306	0.2571404511	3.0621683986	25.804538653	6.862768	8.349107	10.07764	12.155505	16.513539	18.263153	19.309484	20.454623	21.224522	22.188842	6.338369	7.777636	9.746189	13.79012	15.552884	16.892323	17.9303	18.701649	19.775295	0.263333	0.519009	1.018585	1.954636	3.592722	7.307755	16.579159	19.553048	21.877936	1.76893	2.404942	4.028645	4.875443	5.539344	6.21957	6.765176	7.562076	0.204262	0.281688	0.496976	0.621521	0.722353	0.8256	0.921147	1.055	-11.551316	2.382874	
11400000	11	-1.8947951153	4.9489229653	93.5166402253	0.0559109186	3.3317946802	25.1626915631	6.557898	8.121975	9.785078	12.003615	16.304607	18.129601	19.293252	20.285183	20.993528	21.901342	6.248197	7.663354	9.661636	13.804087	15.530362	16.766146	17.789008	18.572537	19.519224	0.259749	0.513352	1.001916	1.937269	3.550999	7.260254	16.349905	19.324608	21.835042	1.838416	2.48037	4.080782	4.945127	5.593371	6.246785	6.730839	7.448335	0.214371	0.293297	0.5122	0.629198	0.727533	0.830602	0.917839	1.04173	-12.028866	2.388786	
11440000	11	-1.9365033489	5.0621901049	99.0221170033	0.417204233	3.0134848051	26.3179234876	6.701042	8.18614	9.827865	11.990752	16.167407	18.083811	19.386891	20.425041	21.279088	22.345995	6.350276	7.75582	9.698469	13.745806	15.504349	16.834745	17.954195	18.830171	19.908344	0.258071	0.510088	1.003005	1.921185	3.548457	7.305759	16.508501	19.585545	22.05141	1.872575	2.519656	4.10145	4.988016	5.59353	6.244942	6.730243	7.512449	0.219486	0.302821	0.513781	0.641477	0.732931	0.826966	0.912203	1.029818	-11.721031	2.359202	
11480000	12	-1.9308650692	4.9955272317	90.5743839994	5.8591989041	3.3765644029	25.7206662218	6.372851	7.933467	9.725726	11.959368	16.441332	18.400444	19.573079	20.601715	21.583014	22.374356	6.265852	7.74897	9.765076	13.967741	15.790527	17.05303	18.027387	18.814758	19.871552	0.264525	0.519402	1.020316	1.952547	3.628051	7.393311	16.687332	19.681383	22.210412	1.921251	2.548499	4.148586	5.064189	5.730815	6.322266	6.829004	7.353378	0.220906	0.307133	0.522348	0.644188	0.742985	0.843679	0.934463	1.047351	-13.730671	2.384269	
