State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	chiSquared	
8380000	5	-4.0142084753	-1.4105701496	41.1602257955	1.8571135878	3.2345099654	129.7088891825	19.046363	15.920985	13.788186	29.617138	25.073724	22.001763	39.245667	33.808504	29.912853	48.685783	42.254275	59.975931	53.681298	48.66686	75.155797	68.948866	63.540127	100.087992	95.437904	91.843289	-14.773138	4.629032	
8390000	5	-4.0913474133	3.3495739008	43.162490435	1.9808567443	1.1598425572	126.071275851	19.462728	16.350861	14.369459	30.385613	25.846241	22.804073	39.647332	34.378636	30.731266	48.474765	42.672573	60.923389	54.443823	49.668596	74.917968	68.88398	64.368694	99.787104	94.93283	91.396277	-10.906381	4.59743	
8400000	5	-4.0200953614	0.3322188258	37.3831670889	1.8694648874	0.36093934	127.0624368077	19.576713	16.329989	14.000546	30.159477	25.757635	22.563229	39.572625	34.431668	30.459381	48.754834	42.415218	61.510822	54.325349	49.537581	75.406922	69.053713	63.920783	99.682056	95.387726	91.112645	-11.833582	4.577188	
8410000	5	-3.9931032461	1.5140997557	39.4309504691	1.8575644406	3.0705004692	129.7497575698	19.140172	15.84713	13.813855	29.627032	25.441359	22.184135	39.468312	33.972582	29.858483	48.191385	42.280053	60.378544	53.426909	48.959365	75.142239	69.102656	63.863125	101.039802	96.474015	92.207165	-10.870722	4.501159	
8420000	5	-3.9331676227	3.9507524939	35.7076542688	1.8362338289	1.0190167429	127.8378976267	19.140529	15.91068	13.519509	29.565259	25.157083	21.811148	39.060987	33.611398	29.375152	48.403079	42.115067	60.201632	53.506352	48.100496	74.575597	68.206156	62.913698	99.277764	94.570991	90.995476	-11.074353	4.617653	
8430000	5	-4.0784962438	4.2238253527	37.4417225627	1.6883588693	2.1126418752	131.7358812013	19.096843	16.05729	13.806988	29.687052	25.180878	22.344058	39.36008	33.834896	30.03972	48.227944	42.588752	60.566433	54.479491	49.359598	75.704116	69.184258	64.364352	101.781265	97.005162	93.241267	-11.349612	4.597501	
8440000	5	-3.9505496402	2.3688634541	31.5900422789	1.6925613289	1.3864801084	131.0897248184	19.079712	15.977578	13.668806	30.010917	25.092785	21.676703	39.120353	33.823392	29.282761	48.506985	42.403037	60.665669	53.659028	48.296351	75.89962	68.576461	63.46866	101.82746	96.607427	92.487798	-10.415285	4.629398	
8450000	5	-3.9718433521	2.608530616	30.6630619126	1.6769405075	1.8830160309	130.1576511425	19.438196	16.016793	13.841212	30.131873	25.54739	22.074725	39.586552	33.702128	29.963445	48.709529	42.24782	60.783941	54.201345	48.60367	76.109248	68.907955	63.869956	100.8077	96.567233	91.790894	-10.38712	4.52191	
8460000	5	-4.0296661168	1.9540752972	29.7190446137	1.6132842215	0.5729724768	127.3461138238	19.219639	15.96309	13.852283	29.720996	25.162604	22.28654	39.034483	33.636231	29.917411	48.043234	41.9323	60.080077	53.381141	48.720931	75.162819	68.554318	63.210765	99.793987	95.161638	90.852805	-10.406352	4.579054	
8470000	5	-3.9649260184	3.9247284258	31.4600842654	1.7575072241	0.728555856	127.6044370972	19.587708	16.133842	14.074595	30.167849	25.582742	22.206843	39.974217	34.113269	30.108468	48.823921	42.423634	60.668476	53.787612	49.076686	75.306012	69.197023	63.969526	100.735009	94.940458	91.118322	-10.955995	4.458387	
8480000	5	-4.1119529953	2.1651484352	32.34197763	1.6204472784	0.8371491452	128.7607183152	19.409525	16.285539	14.172631	29.907577	25.724549	22.956852	39.383435	34.342058	30.577703	48.567349	42.961699	60.56338	54.343884	49.696267	75.811742	69.511927	64.698563	100.574687	95.759007	92.106446	-10.443449	4.628468	
8490000	5	-4.0874759215	2.524720267	36.9781820873	1.7690277502	2.2681598582	128.2615734533	19.474887	16.36745	14.298168	29.970602	25.827515	22.810423	39.590168	34.800402	30.741951	49.154339	42.829674	60.734242	54.232269	49.678139	75.800555	69.430384	65.320892	100.732602	95.686	92.51064	-10.544139	4.568398	
8500000	5	-4.0144023593	2.4547742164	34.6262408512	1.7392955748	3.1985360574	128.725328387	19.281298	16.033023	14.018863	29.881112	25.42953	22.307771	39.652124	34.207977	30.104323	48.319141	42.224611	60.364707	53.604037	48.703716	75.531943	68.791484	63.412507	99.743158	95.89611	91.571123	-10.475777	4.557877	
8510000	5	-3.9862194723	4.1299865775	30.1109495631	1.7031313157	1.6204752075	127.8436383996	19.560777	16.321748	14.021058	30.386501	25.572222	22.424455	39.949877	34.624428	30.208413	48.675559	42.508035	60.911181	54.029049	48.895792	75.923195	69.527527	63.644798	100.180528	95.495242	91.897963	-11.085912	4.50607	
8520000	5	-4.1136733451	2.7799715337	29.9577478657	1.6111969155	0.5730694779	123.2336103583	19.238738	16.442425	14.287319	29.703223	25.242939	22.550625	38.972563	34.146773	30.361312	48.364567	42.216241	59.583471	53.161777	49.165794	73.966025	67.787698	63.252231	97.609229	93.259695	90.185665	-10.338351	4.625637	
8530000	5	-4.0554998621	4.6391437821	36.9697334196	1.8179757199	1.4583406267	124.0995824027	19.36817	16.189046	14.11286	29.776147	25.475921	22.475216	39.179543	33.982699	30.214261	48.226922	42.579517	59.650508	53.496131	48.389365	73.771405	68.259483	63.216174	98.253499	93.64221	90.131247	-11.753309	4.568243	
8540000	5	-4.145462048	3.9779612902	38.7483298226	1.708807835	1.3911940166	128.0295801161	19.100557	16.04401	14.129474	29.633143	25.364714	22.546219	39.148908	34.225064	30.415297	48.21672	42.559933	60.207567	53.772936	49.30295	75.047196	68.923804	63.71913	99.735426	95.601612	92.116086	-11.150532	4.611193	
8550000	5	-4.0365414763	5.1192337253	28.9148061168	1.6158803219	3.2332437243	125.5981136127	19.315149	16.135079	14.047096	29.896678	25.191795	22.173862	38.913082	33.926834	29.910269	47.951643	42.149239	60.023269	53.162497	48.699497	74.278483	67.825325	63.396581	99.029148	94.830532	89.890468	-12.153277	4.494472	
8560000	9	-4.057045473	-0.9771805455	37.6213328739	1.7663420191	2.7049723612	129.8588033438	19.276134	16.084531	14.080638	29.844952	25.456829	22.410931	39.59553	34.061906	30.38838	48.592967	42.256272	60.133333	54.246297	48.910995	75.197983	68.891497	64.031045	100.085694	94.977345	91.534076	-14.520745	4.604692	
8570000	5	-4.0774293363	0.5741050238	38.3730067832	1.7254170926	2.1271187199	128.7290038255	18.926528	15.955034	13.828826	29.238663	25.06623	22.004156	39.102173	33.648567	30.183266	47.832517	41.712242	60.351277	53.382796	48.808482	74.980094	68.331916	64.079494	100.364392	95.863623	91.276932	-11.548948	4.619369	
8580000	5	-4.1068015383	3.8408869469	39.3275998763	1.8152642926	1.8426529903	126.2176658945	19.335259	16.391545	14.167689	29.9377	25.789664	22.737157	39.435088	34.095741	30.68868	48.380715	42.564657	60.361181	53.919814	49.232933	74.812485	68.553262	64.075377	99.528269	94.700758	91.02671	-11.073385	4.55171	
8590000	5	-3.9563472833	4.5824101409	44.8194796262	2.0801857987	1.8549355014	129.8583427091	19.19037	16.07094	13.790078	30.037132	25.317375	21.966011	39.804159	34.124184	29.990152	48.892715	42.308674	60.910221	53.726716	48.892877	75.903332	69.345689	63.853014	100.790582	96.718972	92.312424	-11.947141	4.5975	
8600000	5	-4.0070088397	3.3435714141	42.2227774192	1.9171834931	1.1868674148	131.4612225488	19.343283	16.165265	14.033607	29.890925	25.169925	22.210911	39.628918	34.27168	30.280476	48.970306	42.297211	60.922685	54.173222	49.610906	76.068757	69.564315	64.049162	101.888749	97.067429	92.896533	-10.890313	4.567857	
8610000	5	-4.0579614982	3.1500794763	37.3278245774	1.8473124982	0.3766746102	126.3615948471	19.614015	16.269819	14.213336	30.180945	25.811464	22.60367	40.167787	34.186255	30.737094	48.664611	43.04617	60.523967	54.03391	49.56538	75.137528	69.35792	64.477426	99.763575	94.797468	90.961192	-10.671423	4.581986	
8620000	5	-3.9111321034	3.2378520815	38.564592517	2.0436774804	1.9314113841	128.8473385616	19.837776	16.323747	13.978214	30.55782	25.737737	22.572529	40.126459	34.463141	30.383277	49.30182	42.716602	61.636222	54.493266	49.539829	76.292002	69.664949	64.266215	100.481177	96.650746	92.257986	-10.792894	4.500632	
8630000	5	-4.0110496463	4.5234492966	37.0586231783	1.8959301897	0.5519817666	127.215981025	19.646841	16.419649	14.308999	30.27354	26.032385	22.696195	39.973708	34.671469	30.338845	48.993123	42.791237	61.106603	54.599819	49.754733	75.854934	69.618323	64.255277	100.152819	95.292057	91.756754	-11.675807	4.61669	
8640000	5	-3.9919075745	4.1773004415	37.6856925313	1.901319425	2.268741533	128.2836509047	19.66441	16.27851	14.023824	30.278481	25.548618	22.562884	39.976629	34.114255	30.457056	49.171243	43.102558	60.99748	54.622826	49.511931	75.853965	69.103513	64.401229	100.332959	95.507568	92.017776	-11.346551	4.559367	
8650000	5	-4.0113709396	4.202282617	39.4533612604	1.957448121	1.139851137	124.047545927	19.627154	16.221696	14.062178	29.902905	25.539684	22.486367	39.440887	34.18385	30.09548	48.084337	42.353633	59.92722	53.630426	49.042763	74.032393	68.219063	62.921957	97.407084	93.489664	89.643972	-11.386125	4.583151	
8660000	5	-3.9629009699	5.9446810996	41.3399931043	2.0453688846	0.6457275809	126.1424813558	19.558121	16.209725	13.946947	29.948732	25.354843	22.116242	39.753303	34.037856	30.02106	48.594622	42.386319	60.23496	53.880898	48.771706	75.194555	68.762138	63.418924	99.339239	94.366652	90.502237	-13.882386	4.510786	
8670000	5	-3.8587602398	5.2591713678	40.1241111326	2.0901105882	0.7207592416	128.9614872363	19.330022	15.981297	13.644804	30.177262	25.117942	21.724036	39.566992	33.868518	29.488454	48.551116	42.300175	61.283392	53.812429	48.221385	75.576994	68.597813	63.362986	100.896807	96.13381	91.291706	-12.735382	4.614431	
8680000	5	-3.9649709328	1.710276627	40.2296678696	2.1299551852	1.7981041929	123.0745471883	19.865208	16.554712	14.036383	30.307314	25.901308	22.698719	39.808497	34.3312	30.68257	48.637239	42.685517	60.335647	54.364284	49.384342	74.330276	67.996045	63.572523	97.898274	93.526971	89.768184	-10.835256	4.597209	
8690000	5	-3.9703712049	0.3046898489	44.6502053678	2.0329728815	0.4929602459	131.2020055747	19.40465	16.092443	13.874146	29.9021	25.234416	21.961744	39.609925	33.830684	29.74193	48.756842	42.382918	60.802471	54.183353	49.145553	76.240014	69.658685	63.870021	102.226054	97.313667	92.550428	-12.073032	4.510997	
8700000	5	-3.8369978338	2.2922119192	37.7296863402	2.100472175	3.2860126813	127.2729670656	19.548263	16.13786	13.790576	30.13236	25.358098	21.999318	39.974358	33.793112	29.668752	49.037454	42.166264	61.275811	53.276209	48.411054	75.199974	68.253018	63.065174	99.98299	94.268015	90.553261	-10.635554	4.560142	
8710000	5	-3.7833128172	1.8432951234	37.7620809519	2.2114121102	0.2446064028	127.7325420736	19.865108	16.130956	13.834268	30.601327	25.692398	21.850018	40.349248	33.772211	29.758083	49.434912	42.386946	61.692555	53.832311	48.347135	75.788689	68.736027	63.181712	100.678525	95.295494	90.873047	-10.780522	4.523151	
8720000	5	-3.8569650064	-0.0760417418	45.0136784334	2.319299435	2.1710623823	128.6056973176	19.542985	16.184914	13.688107	30.218594	25.295978	21.972532	40.085734	33.812688	29.864526	49.048157	42.117809	61.05655	53.984131	48.810146	75.859574	69.024003	62.917424	100.42225	95.176128	91.545825	-12.632536	4.558235	
8730000	5	-3.8474312077	3.3949557313	41.8220132566	2.3083200256	1.2434921266	126.789690768	19.905149	16.274867	14.012079	30.750227	25.715292	22.537734	40.218565	34.068695	30.085364	49.546093	42.718586	61.699047	54.390843	48.463201	75.988805	69.17271	63.668575	99.931871	95.620714	91.060141	-10.984902	4.579568	
8740000	5	-3.9212322681	3.2962963386	42.897473819	2.2523956249	0.7864381481	125.988676288	19.976482	16.41695	14.161415	30.633362	25.789456	22.623385	39.825092	34.186524	30.418636	49.398712	42.634859	61.705732	54.159804	49.527684	75.404061	69.194481	64.003446	99.543113	94.659382	91.174073	-10.942911	4.373199	
8750000	5	-3.8948023288	3.2977666654	42.3663437987	2.0847399194	3.2728158596	128.3047548685	19.245763	15.925259	13.55961	29.769275	24.814756	21.761929	39.436884	33.404392	29.367339	48.428724	41.667131	60.438112	53.311806	47.701733	75.346005	68.385896	62.951681	99.759037	94.489716	90.839892	-10.881968	4.62958	
8760000	5	-3.9642351783	3.9581718605	44.5168012351	2.0984279733	0.4323435931	128.0984571837	19.330203	16.123977	13.909374	30.146294	25.392104	22.231857	39.586638	33.947907	29.941798	48.422539	42.251755	60.60649	53.953222	48.748917	75.720453	68.552366	63.340384	100.518032	95.547218	91.576145	-11.337394	4.583261	
8770000	5	-4.0054930709	3.5861886696	44.61526162	2.1528491506	1.8862215918	124.8146351741	19.593239	16.31049	14.03049	30.155851	25.437407	22.497282	39.494602	34.14449	30.382343	48.473461	42.533531	60.47895	53.760646	49.051276	74.978819	68.766548	63.734779	98.476276	94.071804	90.809915	-11.085956	4.428017	
8780000	5	-3.8676395057	2.0414101677	43.8681233449	2.3158364378	2.2056477592	125.7566617676	19.746494	16.05372	13.809433	30.418841	25.581353	22.114235	39.887037	33.894539	29.706278	48.78041	42.150279	60.959555	53.752541	48.374249	74.974856	68.706307	63.01781	99.312596	93.546576	90.024158	-10.852456	4.599304	
8790000	5	-3.9850212101	1.6825949797	47.7166826203	2.2936618685	3.1083220448	125.5822677913	19.43966	16.622813	14.107884	29.994272	25.433392	22.463636	39.786918	34.132349	30.050559	48.557283	42.476652	60.526004	54.291695	48.842477	75.152471	68.650708	63.715086	98.943292	94.608207	90.660588	-11.049849	4.485142	
8800000	5	-3.8885946745	1.5702770748	50.314714902	2.455128415	0.6460552616	127.8282427546	19.347562	16.10827	13.784549	30.033905	24.97558	21.788129	39.428378	33.926934	29.463636	48.59825	41.794382	60.600181	53.511672	48.325753	75.425505	68.496621	63.047324	99.58374	95.455695	90.931567	-11.198072	4.476406	
8810000	5	-3.9180256318	2.4928328212	50.0052718879	2.4560847274	1.3070481107	126.9227526516	19.45586	16.286442	13.903024	30.258154	25.489344	22.061912	39.675218	33.65381	30.050823	48.58361	42.321925	61.100429	53.724865	48.425025	75.135238	68.373929	63.240129	99.637866	95.668894	90.606928	-10.959141	4.465957	
8820000	5	-4.1209558907	2.152362805	54.5694232278	2.2528283863	0.2509254113	128.7164916649	19.430584	16.384937	14.272874	30.067886	25.610037	22.855846	39.378247	34.64103	30.889953	48.656202	43.168759	60.567124	54.674273	49.70205	75.567715	69.573586	64.706965	100.379626	95.757168	92.594243	-11.048909	4.614788	
8830000	5	-3.8444338674	1.1627062316	48.8958935576	2.679399094	0.3595210375	125.443477703	19.765398	16.178743	13.850289	30.559056	25.534784	22.116015	40.265283	33.927376	30.045374	49.33879	42.519757	60.964927	53.920218	48.693	75.36637	68.298747	63.136433	99.438052	94.528302	90.73535	-11.480243	4.57343	
8840000	5	-3.8964867368	3.1672107465	53.1616288036	2.6255346431	3.0659874165	127.3521187505	19.507381	15.963764	13.770375	30.189419	25.33522	22.169197	39.443124	33.866851	29.396465	48.855178	42.11454	60.745648	53.615929	48.518213	75.085813	68.695207	63.454811	99.815915	95.303467	90.342505	-11.184142	4.521386	
8850000	5	-3.8918277412	2.0640647834	50.9293224488	2.5201892337	2.7378371622	127.6835240717	19.39537	15.994815	13.754377	30.291398	25.387215	22.053764	39.366	33.418852	29.731043	48.945305	42.124582	60.576599	53.733235	48.706141	75.648627	68.672375	63.319016	100.133095	94.976852	90.830945	-11.048352	4.627411	
8860000	5	-3.9445518814	1.5273387981	47.9851861163	2.2471751868	1.2587812648	129.4418481879	19.406541	16.210701	14.005573	30.128458	25.570749	22.19722	39.624478	33.621762	29.775273	48.87696	42.531347	61.124114	54.378143	48.719522	76.2144	69.783864	64.129192	100.792957	96.077213	91.570249	-11.13668	4.568359	
8870000	5	-3.9676470592	2.1437568284	44.1323771057	2.1537001842	3.2814013246	125.4057782959	19.519623	16.155817	13.979621	30.027996	25.517058	22.139225	39.396211	33.84273	30.066389	48.152824	42.425533	60.309295	54.137091	48.838191	74.525998	68.288208	62.986952	98.63374	94.262307	90.157248	-10.789563	4.568454	
8880000	5	-3.8607760794	3.2146050237	40.3214418169	2.2537110416	0.8886308293	123.8270828468	19.771258	16.203112	14.00165	30.526691	25.657715	22.026651	40.046295	34.086087	30.053486	48.748314	42.368681	60.762825	53.138732	48.184199	74.640222	68.183328	62.739756	97.404812	93.23186	90.001119	-10.837535	4.558449	
8890000	5	-3.8786035432	1.0004973308	42.1200278285	2.2246599518	0.9457828098	124.782236038	19.559353	16.117908	13.709714	30.034655	25.179917	22.003153	39.444534	33.873706	29.930234	48.529992	41.850925	60.506391	53.152691	47.615981	74.712423	67.879185	62.44611	98.225824	93.70503	90.065239	-11.334751	4.588733	
8900000	5	-3.9793754027	4.4543412334	43.1862200087	2.1393018772	1.272334574	125.7895832919	19.663957	16.315764	14.216825	30.359408	25.632503	22.334956	39.561684	34.244885	30.253496	49.167952	42.966542	60.511828	54.145855	49.115905	75.08395	69.164043	63.403141	99.343969	94.427398	90.946484	-11.775153	4.528009	
8910000	5	-3.8294840324	3.9089635109	44.0655962484	2.3074702326	0.2556485389	128.0984674176	19.378531	15.980393	13.67334	30.062217	25.299647	21.580321	39.872542	33.724678	29.621835	48.799219	42.05226	60.738906	53.426048	48.489232	75.515707	68.345544	63.177927	100.042461	95.713575	90.795153	-11.345827	4.586241	
8920000	5	-3.9011718113	1.610626779	49.0442298845	2.3389620741	0.1050193331	130.1227510758	19.430362	16.003127	13.848516	29.908736	25.390136	21.899731	39.500004	33.860428	29.818585	48.774514	42.436992	61.32432	53.742053	48.305012	75.950589	69.048556	63.767111	101.934529	96.409892	91.415646	-11.141987	4.604362	
8930000	5	-4.0012546833	2.947293365	44.5684563984	2.0673165235	2.0369585844	127.7043416737	19.35575	16.074447	14.01663	29.852498	25.534097	22.354089	39.696077	33.937281	29.798022	48.563597	42.324289	60.454533	53.902248	48.891811	75.936519	68.877339	63.956127	99.762855	95.305248	91.329842	-10.810741	4.57107	
8940000	5	-3.894578431	2.5898611922	44.1357580136	2.3065229752	2.8415401138	126.678043159	19.677669	16.22411	13.963066	30.459078	25.638752	22.271492	40.094108	34.244042	30.228643	49.188307	42.602955	61.166225	54.376584	49.057991	75.854945	69.058123	64.292794	99.425488	94.730759	91.245945	-10.813201	4.580821	
8950000	5	-3.9071070173	-0.3877457221	47.1988955432	2.4839980209	2.4828066063	124.3696227857	19.788543	16.206322	14.254632	30.311809	25.662876	22.274911	39.824163	34.39185	30.312265	49.064051	42.53156	60.666338	53.794615	48.348688	75.150419	68.527331	63.607631	98.657216	94.372979	89.882322	-13.159333	4.589171	
8960000	5	-3.931551594	4.0323038667	49.1731608252	2.4183319305	1.9513431936	127.9445657458	19.590287	16.263042	14.088172	30.470866	25.751201	22.468446	39.954943	34.272152	30.274875	49.046086	42.533035	61.34704	54.188316	49.156396	75.591818	69.165708	63.560993	100.42057	95.650628	91.531418	-11.581584	4.577101	
8970000	5	-4.0156851716	3.5152248427	54.5994594179	2.5099537827	2.6709604632	125.6711552686	19.461173	16.165295	13.95499	30.180227	25.283318	22.392374	39.661845	34.051232	30.30887	48.572086	42.444743	60.351281	53.575068	48.861939	75.129898	69.069111	63.3813	98.844072	94.438389	90.447173	-11.333408	4.622853	
8980000	5	-4.0699352391	1.892514912	54.688640525	2.1521318645	0.5654589256	132.2570458417	19.097286	15.926804	13.917876	29.719753	25.104794	22.246181	39.353463	33.689048	30.218845	48.515392	42.353068	60.472623	53.929948	49.277729	75.947738	69.291665	64.215913	101.977819	97.317438	93.155434	-11.096173	4.623583	
8990000	5	-4.0067403867	3.7936501891	51.3544249748	2.285028633	3.2156467641	129.2177136869	19.389927	16.03618	14.07621	29.782949	25.680056	22.309371	39.658013	34.282936	30.12708	49.053842	42.83542	60.847538	54.142046	49.222989	75.429502	69.853224	64.051621	101.616939	96.232094	92.531738	-11.408965	4.563582	
9000000	5	-4.0275967825	3.8515568412	56.0919526516	2.4428334172	1.8943130804	128.2514906403	19.334484	16.208653	13.933611	29.68567	25.541255	22.516627	39.299846	34.236965	30.027848	48.489372	41.987241	60.390272	54.17742	48.943919	74.982936	68.586785	63.688682	100.074182	95.291508	91.285091	-11.570263	4.489043	
9010000	5	-4.0540384217	1.6472830016	63.8458307758	2.7911056304	2.3658251926	129.497608721	19.419982	16.249244	14.040937	29.837356	25.445592	22.411029	39.206929	34.446602	30.304676	48.622487	43.065846	61.179981	54.469312	49.662222	75.552236	69.508934	64.323186	101.054464	96.278621	92.1815	-11.517979	4.568369	
9020000	5	-3.9152479911	1.8460073048	61.4650006107	3.2002804405	1.938059041	127.9209535914	19.615507	16.261455	14.02325	30.579718	25.456339	22.482187	39.904478	34.005155	29.944555	49.1904	42.691839	60.791723	54.177175	49.261792	75.819495	68.963251	63.8969	100.622853	95.44346	90.939716	-11.494617	4.620061	
9030000	5	-4.0245464628	1.4835141632	64.9395052495	3.0566165782	0.9274208249	128.1246926852	19.449116	16.354652	14.068869	29.992683	25.652238	22.736944	40.185915	34.276036	30.059799	48.955655	42.690974	60.614589	53.889423	49.302031	75.635324	69.7115	63.877786	100.426204	96.261685	91.494852	-11.68336	4.55956	
9040000	5	-4.1511264752	0.3013134671	66.331092728	2.8913232546	1.9450884602	125.7060900314	19.332935	16.390424	14.2789	29.95765	25.5764	22.805725	39.197856	34.393944	30.503096	48.474734	42.965235	60.163076	54.243573	49.09508	74.999249	68.830516	64.492897	99.040223	94.681974	91.233241	-12.687518	4.584026	
9050000	5	-4.0607314178	3.7206048197	63.6887891465	2.9679546181	2.4224990123	126.3103624396	19.508065	16.420581	14.126536	30.045124	25.945454	22.664481	39.491723	34.495965	30.585299	49.161929	42.921449	60.591176	54.344596	49.108779	75.245405	68.803706	64.080527	99.308386	95.401409	91.565314	-11.75517	4.541106	
9060000	5	-4.0600430495	1.085227938	60.7630283762	2.7424580258	2.790777043	125.1348522917	19.26736	16.102646	14.090216	29.901244	25.49711	22.286528	39.26289	33.763534	30.55361	48.202328	42.282139	59.98705	53.709916	49.116002	74.403368	68.372657	63.57025	97.808958	94.314196	90.615431	-11.767403	4.590989	
9070000	5	-3.9517559763	2.7338610726	62.0469208626	3.0661553261	0.5087110625	127.8597597938	19.521637	16.358944	13.928185	30.153767	25.430185	22.358208	39.995982	34.141228	30.370822	48.960536	42.262967	60.572115	53.855147	48.641122	75.892019	68.518515	63.58103	100.711307	95.356496	91.756282	-11.364726	4.485112	
9080000	5	-3.8815888029	2.7545350284	62.3670546915	3.246425043	1.3522589668	129.4589348232	19.619331	16.066286	13.810795	30.388197	25.495262	22.290039	40.419493	34.238025	30.066255	49.405558	42.493834	61.639474	54.130313	48.69034	75.822067	69.483126	63.970658	100.618279	95.802812	92.119413	-11.429627	4.570615	
9090000	5	-3.9460395505	5.0808249394	68.1983242176	3.4597578064	3.3701464329	128.451701982	19.283492	16.039977	13.66196	29.927925	25.351982	21.94755	39.508003	33.768959	29.6689	48.573041	42.186829	60.916149	53.891084	48.674926	75.366793	69.00373	63.649277	100.465653	95.35331	91.022152	-13.354658	4.598763	
9100000	5	-3.9073798342	1.4600274983	63.440949542	3.0045570909	3.0149196582	129.9582243137	19.119257	15.749967	13.536275	29.986073	25.180038	21.449904	38.965014	33.531912	29.348418	48.15147	41.534155	60.841419	53.577815	48.087005	75.562316	68.567048	63.297162	100.535752	95.331629	92.103043	-11.647402	4.560328	
9110000	5	-3.9696679902	1.9595978147	62.8980445391	2.978071354	1.6604025527	128.8169235244	19.40926	16.212905	13.867954	30.306066	25.375159	22.092773	39.579468	34.226718	30.069689	48.704595	42.096628	60.531826	54.130191	48.951553	75.429969	68.554666	63.962261	100.716253	95.597311	91.511443	-11.423283	4.470254	
9120000	5	-4.020259291	1.9953577061	60.4742773176	2.5006523157	2.6326234309	131.453721397	19.07374	15.933561	13.811978	29.843454	25.189354	22.072737	39.180121	33.598944	29.901611	48.296153	41.965882	60.593325	53.980202	49.030462	75.973683	69.327836	63.74075	101.40797	96.425108	92.886209	-11.252484	4.585836	
9130000	5	-4.0142639018	1.7991621148	61.5764509979	2.5499667341	0.2655046581	132.70781901	19.101387	15.890326	13.738549	29.766793	24.878897	22.137124	39.477008	33.790423	29.94108	48.599743	42.384197	60.966927	53.823356	49.009729	75.893869	69.563545	64.352329	102.520489	97.736918	93.739349	-11.360231	4.595375	
9140000	5	-4.0616049528	1.4741496972	60.7445650056	2.447461355	1.3473648663	132.0965236557	19.084527	15.966056	13.9229	29.837674	25.279645	22.272643	39.404415	33.838464	30.01094	48.350673	42.595982	60.491068	54.240734	49.200967	75.78752	70.012478	65.022635	102.304769	97.422097	93.591251	-11.470468	4.567032	
9150000	5	-4.0914600785	2.9372296964	60.625605711	2.342607442	2.7273586289	131.3658624823	18.966771	15.841188	13.88361	29.490098	25.197699	22.218497	38.879471	33.764663	29.760402	47.785839	42.203307	60.197306	53.721838	49.018058	75.616804	69.375178	64.060312	101.462661	96.274199	92.651924	-11.1967	4.611674	
9160000	5	-4.0561535478	2.5582245627	55.935120586	2.3662439899	1.3310330433	126.648251633	19.030105	16.089239	13.817826	29.55535	25.376433	22.277056	38.966875	33.460974	29.737994	48.26925	41.944998	59.693237	53.620166	48.732063	74.388842	68.392032	63.662361	99.086693	94.623276	90.513434	-11.038278	4.601244	
9170000	5	-4.0169440742	1.8727522684	53.9043808612	2.5754917087	1.3854103298	125.1372656004	19.699383	16.5402	14.300947	30.364567	25.969043	22.640062	39.918125	34.633718	30.400627	49.288635	42.717369	60.306139	54.423735	49.060875	75.298289	68.692606	63.928284	99.460197	94.410705	90.659869	-11.172567	4.619294	
9180000	5	-4.0673532559	1.4346868481	66.2749558828	2.7536895353	1.5385219117	130.097476135	19.007935	15.943051	13.78916	29.683034	25.368696	22.296601	38.969365	33.615394	30.160787	48.169721	42.534439	60.049104	53.595998	48.714689	75.563819	68.614574	63.98743	100.895916	96.284662	92.296392	-11.653155	4.629124	
9190000	5	-3.9594079321	1.1792866033	62.1896022082	3.056206286	1.5732431435	128.3897453091	19.592618	16.229499	13.849068	30.520501	25.620878	22.257741	40.216369	34.088628	30.067784	49.121004	42.75064	60.952139	53.790329	49.153355	75.485681	69.016038	64.089058	100.480221	95.621284	91.104918	-11.827173	4.525331	
9200000	5	-3.9603516863	3.2580577546	67.2575240244	3.3132576301	2.9097331632	129.4465479523	19.587282	16.019083	14.036397	29.964902	25.149992	22.140555	39.650028	33.564781	30.241289	48.551669	42.498462	60.587602	54.024775	49.409969	75.936436	69.119703	63.533364	101.325256	95.877988	92.342731	-11.66605	4.40294	
9210000	5	-4.0949024026	3.6786887012	64.0796890845	2.8012681632	0.1937117765	126.9697514414	19.446893	16.21464	14.092181	29.860816	25.409605	22.389679	39.417031	34.379637	30.593152	48.828242	42.668119	60.275672	53.989939	49.297952	74.946344	69.033844	64.21424	99.666943	95.371985	91.593396	-11.691166	4.428132	
9220000	5	-3.9620480091	3.4181930796	64.0627659046	3.0004043171	2.5998400917	130.585109237	19.532093	16.207254	13.949174	30.221514	25.104033	22.245386	39.720345	33.986904	30.06545	48.911842	42.684578	61.173678	53.996022	48.928937	76.537489	69.638654	64.563741	101.41077	96.99446	91.937814	-11.609769	4.519511	
9230000	5	-4.010649828	4.0173733661	61.5023652265	2.9890805855	2.9247065007	125.4482028905	19.561269	16.293405	14.149545	30.063285	25.762275	22.59437	39.859893	34.057813	30.092898	48.596933	42.373973	60.45278	53.855669	49.347008	74.791889	68.277576	63.541902	99.141918	94.766997	90.794741	-11.932795	4.431053	
