State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho
541	5	-4.0686419934	1.1399822143	6.1112511639	1.2564265555	1.9782095594	127.4618326465	19.674477	16.424613	14.281598	30.256756	25.617424	22.784826	39.866137	34.595999	30.684329	48.687335	43.047055	61.270063	54.983601	49.704737	75.635552	69.390168	64.705593	99.68837	95.403808	91.670803	-10.269234	4.613834
542	5	-3.9478520237	1.4956752886	4.8098687834	1.2811072191	1.5053950643	126.1828993818	19.352396	15.956642	13.831124	29.875177	25.137088	21.922581	39.399085	33.93724	29.65809	48.080756	42.12317	60.389377	53.322993	48.290146	74.878554	68.216592	63.033902	99.029954	94.442918	90.291689	-10.019128	4.605876
543	5	-3.9010826352	2.9721492895	5.116544283	1.3266241283	0.3148579707	126.2719746486	19.423853	16.062741	13.965371	30.395313	25.543208	22.191788	39.687695	33.585359	29.845268	48.560654	42.10688	60.996412	53.480848	48.375165	75.311948	67.999076	63.25766	99.325813	94.409531	90.583241	-9.815094	4.609849
544	5	-3.9838175082	1.9798978851	11.5833151424	1.3296824871	0.268222911	130.9043924268	19.253617	16.093379	13.863526	29.674851	25.316478	22.250867	39.85446	33.614017	29.703591	48.591195	42.511571	60.918066	53.892121	48.813428	75.432127	69.821857	63.369329	100.424088	97.179734	92.332453	-9.950396	4.444979
545	5	-3.87999179	0.1986211833	1.3278729921	1.3241300055	1.2483732586	127.5847706639	20.121283	16.843463	14.15394	30.645117	26.198209	22.540315	40.51875	34.398233	30.515674	49.995729	43.082061	62.43514	54.618669	50.166918	76.276515	69.468797	64.630585	100.698661	95.111969	92.089781	-11.57781	4.516354
546	5	-3.8850485141	3.0362821543	0.8529539721	1.288691925	0.3231838757	127.5913715384	19.888784	16.52044	13.916136	30.304926	25.797366	22.530696	40.017184	34.463964	30.017429	48.87943	42.802047	61.089783	54.290118	48.715026	76.596422	69.69194	63.771333	99.532646	95.563687	91.462029	-10.460054	4.432888
547	5	-3.8213446104	0.4576023231	8.2855304199	1.401000471	1.6665960933	130.6330214175	19.746494	15.935203	13.741433	30.058888	25.530496	21.751754	40.07948	33.796554	29.561112	49.339071	41.98999	61.568257	53.949648	48.796702	75.729633	69.341593	63.686417	102.285715	96.640306	90.795046	-10.951649	4.57566
548	5	-3.9754736008	1.5567252569	18.3322826084	1.5036007785	0.5340397522	124.5978346936	19.490063	16.270816	14.241143	30.667804	25.844013	22.504428	39.766016	34.167828	30.514105	48.585043	42.445297	60.198216	52.986703	48.880324	74.129738	68.756828	63.568642	98.606098	93.644697	90.404699	-10.266579	4.503145
549	5	-3.9868101293	6.0071602844	18.9122942171	1.4453762696	2.0456213797	128.5239195676	19.189894	16.068873	13.74476	29.733137	25.497582	21.948246	39.241641	33.860245	29.715821	48.244115	41.457124	60.866235	53.475625	48.363297	74.750304	68.970296	62.907741	101.166597	95.640529	91.559173	-13.37351	4.444904
550	5	-4.1447289138	3.2296160215	19.8871768475	1.394552691	0.8854398072	125.1481805691	19.268393	16.270567	14.370286	29.903196	25.697408	22.72377	39.41724	34.220024	30.685607	48.558522	42.825114	60.062768	54.144192	49.163642	74.471037	68.976625	64.016673	97.401114	93.527099	91.813688	-10.201614	4.615599
551	5	-4.1864573383	3.4414037147	16.159683701	1.3027693715	0.2307218099	126.5809229335	19.268114	16.16182	14.282107	29.822766	25.967998	22.816594	39.055294	34.184619	30.668245	48.321716	42.531093	59.932422	54.214735	49.838625	74.509454	69.288791	64.326552	98.758439	94.597171	91.364063	-10.207588	4.609231
552	5	-3.8280508624	3.3753606268	9.5069393884	1.4608303702	3.3811363478	126.8788367215	19.931836	16.526638	13.953039	30.658826	25.439688	22.406152	40.352961	33.997321	30.091432	49.455916	42.563935	61.324888	53.795057	49.069353	75.994895	68.485098	63.40183	99.562087	95.016118	91.407836	-10.040442	4.345418
553	5	-3.9664486042	4.6791636044	0.8175061817	1.2033768188	1.5105598452	130.8923593623	19.324266	16.068153	13.631363	30.042355	25.200735	21.887634	39.585485	33.856367	29.475668	48.246728	42.233388	60.785667	53.921531	48.64576	76.358684	69.208514	63.948021	101.438912	96.489998	92.881102	-11.701915	4.414226
554	5	-4.054298781	2.8570156215	5.9175670435	1.2671779213	2.8541202999	125.995800302	19.579321	16.332568	14.157486	30.35613	25.837672	22.81505	39.711442	34.296109	30.620378	48.964242	42.964359	60.524029	54.469366	49.965726	75.154772	69.340581	64.438788	100.02048	95.014625	91.39316	-9.791282	4.610006
555	5	-4.1280948441	3.1386847278	3.7021141324	1.1626538614	1.0224307672	125.8650822123	18.942803	16.208879	13.980961	29.492725	25.320793	22.513304	38.697638	33.775303	30.153407	47.526579	42.136332	59.166859	53.665842	48.641002	73.603413	68.574669	63.689874	98.63792	94.071459	90.683992	-9.877592	4.595754
556	5	-3.9604809986	0.4012168954	1.2211566019	1.2348134108	2.2866058455	129.3397753702	19.53266	16.119733	13.909352	30.297185	25.747032	22.559449	39.666411	34.021859	30.094252	48.819287	42.68996	61.299646	54.04055	49.137882	76.48497	69.434788	64.35811	100.615283	95.981042	91.837203	-11.370069	4.615636
557	5	-4.0273726715	4.9712442997	10.7585305472	1.3080264944	0.4807594806	128.386531282	19.337244	16.169009	14.035565	29.752484	25.250999	22.148909	39.559543	34.253836	30.222198	48.33865	42.1475	60.426756	54.349616	49.227482	75.13933	69.336146	63.66579	100.387231	95.608296	91.139258	-11.489827	4.570477
558	5	-3.8834447013	2.6994552653	7.0248294663	1.3603285595	3.1981489925	125.5524286186	19.473965	16.201102	13.914649	30.50003	25.480843	22.315836	39.957219	34.411893	29.83654	48.63631	42.215068	60.557843	53.429312	48.316056	74.871783	68.465068	63.126052	99.338186	94.596084	90.342503	-9.766874	4.610197
559	5	-3.9056656051	1.9254022174	5.5226875801	1.3104661031	0.2879174097	127.5464214667	19.3159	16.179432	13.871563	29.720937	25.096914	21.856492	40.040883	34.184856	29.596517	48.608408	42.111468	60.641647	53.874314	48.380617	75.183571	68.745007	62.636225	100.586945	95.827154	91.159427	-9.844742	4.607218
560	5	-4.1844827158	1.860641448	4.3326872581	1.1404449647	0.466820688	127.6684828219	19.047856	16.129943	14.093355	29.123437	25.410036	22.301599	38.748516	33.906821	30.250045	47.683287	42.307055	59.938393	54.037638	49.316797	74.87611	68.620586	64.283177	98.7417	95.319701	90.942673	-9.879743	4.613926
561	5	-4.0034877501	4.3937076378	1.6958535505	1.1932404596	2.0236016935	129.359303588	19.159628	15.774802	13.704327	29.77314	25.246458	21.910245	39.277836	33.708253	29.61192	47.921043	42.136839	60.522791	53.550568	48.695209	75.169857	68.401852	63.867799	100.789396	95.964674	91.283974	-10.981535	4.588797
562	5	-4.2782952299	2.3659017329	3.0830519055	1.1032089172	3.3391260364	128.1250344683	19.159465	16.423836	14.671559	29.694315	25.65866	23.17821	39.308413	34.404098	30.89678	48.248382	43.097139	59.808038	53.420146	49.70903	74.997102	69.298881	64.759907	100.015508	95.814082	92.311641	-9.853762	4.543742
563	5	-3.9618547972	1.9189534846	0.3256175555	1.2234675345	2.8125580027	129.9081338107	19.614353	16.392141	13.962315	30.305127	25.366593	22.172047	39.439489	34.160375	30.10047	48.979985	42.426519	61.271153	54.510543	49.274555	76.772096	69.121001	64.058629	101.507298	96.327795	91.567473	-11.251979	4.613662
564	5	-3.9220586001	3.0336777986	0.9481100568	1.2874195198	2.5666785665	125.2733733674	19.923251	16.452834	14.174409	30.75942	25.774603	22.575868	40.297554	34.054252	30.178717	49.47541	42.96409	60.888652	54.070082	49.043484	75.867813	68.876335	63.988657	98.448768	94.256718	90.530708	-10.379118	4.565435
565	5	-3.9621744749	1.0532990179	5.3224442984	1.2765953075	3.0994668516	128.7512600926	19.410653	16.04138	13.925899	29.840542	25.323027	22.019282	39.516785	33.321466	30.029359	48.686677	42.765007	60.610828	53.814475	49.198557	75.820653	69.123732	63.439362	100.610621	95.284295	91.428951	-10.331786	4.580165
566	5	-3.8434374868	2.6384776236	0.3306835652	1.3011513095	1.5048654091	127.2043226979	20.046162	16.160935	13.733236	30.646578	25.161202	22.20482	40.0074	34.28253	29.985833	49.097849	42.404261	61.17521	53.553093	48.492666	75.647974	68.568589	63.203856	99.455078	94.36125	91.408137	-11.136561	4.287491
567	5	-3.9556894659	1.3955432877	0.1250000871	1.2216275938	3.0461332141	125.5727553804	19.587894	15.946581	13.820454	29.903885	25.179246	21.910516	39.362738	33.926325	29.906484	48.628579	41.960644	59.723842	53.547402	48.572361	74.503442	68.298385	63.133729	98.564991	94.613113	89.449886	-12.506999	4.57824
568	5	-4.1233798234	3.3796233647	3.533120239	1.1914628302	1.1778474955	127.7588753108	19.493378	16.505607	14.489164	30.077284	25.856124	23.037633	39.700395	34.592745	30.441677	48.605763	42.627021	60.811786	53.923127	49.965126	75.037208	69.272592	64.110623	98.993121	95.469576	92.278903	-10.017876	4.34657
569	5	-4.1115782951	2.5950541182	15.3021454598	1.3241558713	3.2592501944	128.2966022762	19.143332	16.288622	14.162685	29.851986	25.490311	22.451827	39.397417	34.819378	30.301549	48.223192	42.242997	60.308464	53.507244	49.7319	75.497211	69.247892	64.273411	100.115434	96.355045	91.619668	-9.956393	4.592182
570	5	-4.0695138069	0.6010892341	19.4363676082	1.4476764182	2.199245519	127.765690085	19.689306	16.278058	14.384076	30.305296	25.966324	22.925572	39.841733	34.190197	30.768563	49.169178	42.919838	61.002313	54.432809	49.458276	75.898869	69.483156	64.404034	100.464512	96.176913	92.46487	-11.051606	4.513077
571	5	-4.136725052	3.7873642984	12.6419041788	1.3105386824	2.1692454921	126.9543151612	19.679076	16.503787	14.432365	30.317194	25.705512	23.040077	39.681017	34.737877	30.772872	48.626825	42.991866	60.173374	54.456547	50.379324	75.259143	70.136728	64.861209	99.467652	94.940583	91.853302	-10.341495	4.496411
572	5	-4.1084054037	3.1993733214	23.2358265178	1.4635637215	2.5144015344	125.5439522719	19.312794	16.170207	14.298336	30.037954	25.585145	22.560608	39.353923	34.05247	30.211164	47.769002	42.896199	60.087284	53.654418	49.531811	74.236166	68.281071	64.431808	99.087202	94.64365	90.657711	-10.278162	4.496229
573	5	-4.1387169568	2.7186343876	13.710573785	1.2730635195	0.2577032984	130.6697146578	19.138246	16.210166	14.241683	29.735301	25.660326	22.794022	39.434114	34.111563	30.552502	48.644463	42.890066	60.38203	54.350766	49.533975	75.65431	69.858528	65.050816	101.797984	97.114279	93.454099	-9.943754	4.612834
574	5	-3.9325027985	5.7116682599	2.2182252205	1.2279850346	1.8956749472	129.3971855702	19.063227	15.900141	13.48632	29.932165	24.937657	21.774476	39.031112	33.559323	29.179719	48.57552	41.360668	60.186659	53.102015	48.309974	75.372894	68.501771	63.474319	100.179093	96.11016	90.816196	-12.698249	4.615762
575	5	-4.1585292433	5.0240623351	9.1602001735	1.1957360469	1.1399619643	130.091197861	19.041646	16.116931	13.948871	29.43577	25.037527	22.414319	38.704429	33.830638	30.39407	47.767736	42.066682	60.592502	53.753843	49.744778	74.991686	69.420962	64.756212	100.345333	96.162617	92.509992	-11.537023	4.378358
576	5	-4.2776658804	1.5123715813	5.28295809	1.1330627653	2.2506920492	126.6246150732	19.468641	16.301615	14.581195	29.826386	25.756438	23.139215	38.569121	34.248141	30.81385	48.036736	42.966544	59.59765	54.36291	50.458832	74.226107	68.840459	64.588368	99.465981	95.070205	91.866425	-10.036796	4.425231
577	5	-3.934369521	2.1048962403	11.0057772015	1.3442045151	0.4579386897	129.5831892791	19.32546	15.901696	13.565023	29.752118	25.157539	21.69557	39.471807	33.917686	29.535129	48.682516	42.416359	60.318399	53.505244	48.705065	75.503095	68.748106	63.183605	100.195515	95.810103	91.471546	-9.890269	4.558702
578	5	-4.0237880946	2.6411248172	12.4720272287	1.3790742307	3.364493722	123.2477292199	19.7501	16.278415	14.232897	29.857779	25.710323	22.432273	39.563576	34.694037	30.336278	48.573702	42.499512	60.18556	53.39421	48.90097	74.383951	68.706209	63.421063	97.827883	93.127902	89.818382	-9.860972	4.551756
579	5	-4.0248942963	3.3965259522	3.1569563397	1.2162552671	0.2368812443	125.7428366262	19.546422	15.920679	13.925632	29.736627	24.933146	22.088373	38.714128	33.654847	30.212066	48.18514	42.575792	60.441334	53.629332	49.061544	74.841528	67.707022	63.317225	98.351119	94.408799	90.219949	-10.011608	4.583148
580	5	-3.7668506731	1.2635979953	4.3026681759	1.4366353493	1.3096647402	126.4322527203	20.219852	16.451429	13.939547	30.880991	25.938123	22.104136	40.609199	34.606541	30.002396	49.77439	42.645827	61.899798	54.066844	48.706913	76.193743	68.993162	63.122833	100.445275	94.781959	90.653434	-10.214156	4.615189
581	5	-3.8854361083	3.8430926565	7.7140398337	1.3781344609	1.7585022555	128.8389403697	19.730248	16.423786	13.876437	30.617173	25.54591	22.37952	40.17669	34.4463	30.710986	49.706324	42.910082	61.551691	54.030303	48.607826	76.341842	69.747315	63.556784	100.554397	95.920513	92.314874	-10.290468	4.622334
582	5	-4.1188833101	5.0904559025	1.7553712855	1.1548034856	1.8940824743	125.8228009647	19.173976	16.239785	13.950574	29.518316	25.347197	22.238116	39.068051	33.914326	30.292146	47.727311	42.501225	59.768918	53.460935	49.095905	74.61429	68.870649	63.35366	98.196322	94.172995	90.900781	-11.791648	4.549039
583	5	-4.0533508827	2.4048614657	13.9036016899	1.2991519784	3.1600135337	133.6422452741	19.181328	16.189178	13.772357	29.529144	25.154242	22.056328	39.228232	33.724466	30.166465	48.887158	42.57915	60.969266	54.356997	49.37339	76.343183	69.48114	64.715847	102.502992	97.996018	94.138973	-9.954833	4.534338
584	5	-3.9235348357	1.7929415238	6.0559424469	1.3041330123	0.8641284264	129.4434203523	19.382508	15.899953	13.631499	30.150351	25.257975	22.039877	39.909416	33.838257	29.820729	48.839782	42.296538	60.901713	53.926485	48.796779	75.895158	69.042879	63.986197	101.536809	95.938594	92.251489	-9.908304	4.582035
585	5	-4.1188862135	1.7260501115	2.0063020827	1.1679909733	0.0876146169	126.9238577802	19.2352	16.193514	14.35152	29.959592	25.852298	22.580503	39.394978	33.96854	30.475937	48.14503	42.44702	60.259341	54.342468	49.669527	75.128498	68.931487	64.770139	100.215055	94.940831	92.210657	-10.10533	4.492138
586	5	-4.1181054604	3.6481907969	17.7560271183	1.3332557946	0.09503213	130.6926416529	19.305998	16.117427	14.174606	29.847147	25.506007	22.70758	39.385379	33.98954	30.533056	48.46066	42.382235	60.743432	53.818423	49.717655	75.919959	69.647152	64.511723	101.231355	97.21808	93.531497	-10.388003	4.401242
587	5	-4.0894308621	1.5397857634	28.5103404579	1.5676196248	2.650409741	126.9389480569	19.230074	16.18742	14.295276	29.742949	25.410544	22.518348	39.433843	34.179666	30.609309	48.520894	42.26541	60.824431	54.295859	49.12229	74.814657	68.995262	64.675986	98.731273	95.487023	91.673654	-10.547088	4.484171
588	5	-3.8702078247	4.378345858	25.6348556487	1.6995861689	3.1848641071	126.5432232455	19.447018	16.214587	13.955118	30.142867	25.123383	21.938648	39.939553	33.768509	29.751982	48.633874	41.939609	60.731679	53.571089	48.240062	74.934514	68.15453	62.967915	98.751219	93.591341	90.775075	-11.199935	4.507856
589	5	-4.0526974607	4.7685592169	40.9177518299	1.896460325	1.786802357	126.3199609022	19.456105	16.181249	14.16448	29.851811	25.565189	22.30637	39.52373	33.889125	30.514366	48.457296	42.482898	60.627134	53.791067	48.850026	74.991303	68.810627	63.578522	99.385331	94.819969	91.430682	-12.022422	4.401176
590	5	-3.8720830751	1.8516217947	33.6849609111	1.8608175193	1.2107891006	131.5962178342	19.692398	15.989056	13.74747	30.087889	25.380839	21.832691	39.977075	33.789996	29.313973	49.608378	42.465009	61.432228	53.690142	48.60977	75.981857	69.771588	63.564014	101.964585	97.083388	91.940015	-10.621811	4.441414
591	5	-4.0429553516	1.6833711125	34.8749504599	1.7858710771	1.523574123	126.8539082395	19.417888	16.476123	14.320441	30.288798	25.892977	22.770374	39.335454	34.582332	30.745448	48.745373	43.015431	60.871336	54.042995	49.715647	75.447499	69.742021	64.759479	99.695817	95.070593	91.982914	-10.671202	4.548798
592	5	-3.7981690807	3.3769429844	30.8010216876	1.8931942586	0.4964709695	128.7352062159	19.548387	16.010017	13.582384	30.252975	25.370721	21.685972	39.814412	33.874212	29.216538	48.969366	41.72836	61.171763	53.688222	48.127333	76.218542	69.190643	62.986241	100.525272	96.011997	90.875785	-10.637397	4.606804
593	5	-4.054336326	2.591183073	38.2326720777	1.8694891773	2.0267182589	125.5300401689	19.580965	16.233306	14.295809	29.955242	25.541691	22.760451	39.7625	34.181212	30.610839	48.957664	42.654323	60.54569	54.110625	49.438987	74.070817	69.165465	63.77684	99.853154	94.283611	91.58406	-10.574209	4.399
594	5	-4.1306262971	2.6574691107	45.0662148909	1.8151802649	1.1409717151	131.4692588954	19.059366	16.146277	13.82475	29.463016	25.715714	22.694461	39.527775	34.37596	30.474898	48.094786	42.077239	60.485242	53.696653	49.385404	75.834943	69.364482	65.170211	102.247185	96.808143	93.085665	-10.738669	4.62359
595	5	-4.1015719455	3.1400015117	31.6861319509	1.6020037259	3.063213721	127.4032074666	19.224765	16.206008	14.1558	29.66264	25.474454	22.369652	39.456727	34.034636	30.088913	48.534392	42.338441	59.844307	53.597095	49.111397	74.769356	68.455211	64.091657	98.824854	94.94665	90.462451	-10.487093	4.564129
596	5	-3.9299053093	0.0895430897	0.3830462529	1.2254709241	1.3236663849	131.2057909714	19.401467	15.766791	13.905637	30.143843	25.279532	22.137611	39.800949	33.933175	30.133228	49.14449	41.79432	60.934569	54.151041	48.884678	76.278409	69.290535	64.95167	101.539555	96.137414	92.740136	-12.58664	4.575977
597	5	-3.8419250633	0.8716297607	0.4498460378	1.3151301629	1.3916850837	123.5205726831	19.701179	16.418494	13.749537	30.598892	25.557219	22.111187	39.840005	34.217303	29.767339	48.725324	42.065731	60.584499	53.449236	48.030195	74.8487	68.148144	62.804948	98.578237	93.370573	89.640196	-11.543502	4.597283
598	5	-3.9561808228	3.6828691518	10.3090097341	1.3258762334	0.6468146233	128.7191658542	19.345982	15.751393	13.620186	29.705285	25.294833	21.791459	39.442437	33.953862	29.55603	47.912335	42.297285	60.284532	53.890434	48.62099	75.03737	68.199343	63.092106	99.706484	95.178299	91.116499	-10.202569	4.620802
599	5	-4.1228025883	-0.4491905042	2.233504777	1.1608862642	2.5175058252	129.4983025676	19.220232	16.147849	14.206518	29.775292	25.778596	22.411544	39.347503	34.666392	30.222715	48.402615	42.554087	60.792335	54.905625	49.448866	75.40988	69.797649	65.299951	100.37567	96.726011	92.382812	-12.280002	4.593359
600	5	-4.1814972031	3.3834571659	1.6881516817	1.1174995821	1.6720789213	125.3235825681	19.073434	16.414709	14.323144	29.307762	25.288872	22.59462	38.506218	33.791715	29.880783	47.374508	41.84755	59.04819	53.0751	48.463106	73.943353	68.201269	63.317991	98.090909	93.666884	90.694978	-10.201161	4.41303
601	5	-4.1741568641	3.0485759178	4.5088834241	1.1318362008	1.983374402	130.496421123	18.795313	16.026725	14.054269	29.254451	25.075198	22.418901	38.766487	33.980799	30.35281	48.232041	41.983583	59.797308	54.221015	49.371365	74.195837	68.794616	64.178906	100.90589	96.808463	92.690486	-9.866202	4.592098
602	5	-3.9842442896	2.1710848698	0.1044420553	1.2318124741	0.1242106342	126.6034971758	19.764833	16.27198	14.152369	30.595894	25.828614	22.757779	40.11346	34.520024	30.754308	48.890797	42.856096	61.097682	54.467549	48.928795	75.834468	69.366031	64.451273	99.082325	94.202698	91.816169	-12.462212	4.607247
603	5	-4.0637593054	3.9068239416	3.0115357333	1.2113578022	0.8290396498	127.6591682205	19.355104	16.477898	14.186606	29.999172	25.755226	22.674827	39.569006	34.321625	30.526726	48.406234	42.85085	60.771003	54.38273	49.670339	74.674975	68.941401	64.495491	100.260541	94.836785	91.690142	-10.368178	4.491473
604	5	-4.1542593798	0.2126858959	5.2691213307	1.1680288	0.4024049257	129.2906390985	18.994707	16.003482	14.302085	29.717643	25.520933	22.566291	38.921976	33.962913	30.321608	47.706673	42.708678	60.134829	54.099067	49.312849	75.073438	69.575418	64.814664	100.368981	96.006953	92.253235	-11.186946	4.599095
605	5	-4.1745199711	1.3839037321	0.1813726341	1.1400558229	1.4856799167	127.0224069124	19.454322	16.63026	14.634534	29.741849	26.255869	22.762084	39.643765	34.77977	30.83006	48.72937	42.962345	60.975443	55.045252	50.316792	74.742271	69.009041	64.939704	99.714455	96.638073	92.448317	-12.103755	4.487603
606	5	-3.9236536232	0.4609700822	5.097442347	1.2926932622	2.8381936938	128.6895777303	19.428395	15.94912	13.869868	30.15988	25.49701	21.851748	39.934842	33.668283	29.8986	48.282233	42.043374	60.870852	53.110352	48.903373	75.769517	68.923518	63.5625	101.020951	95.349237	91.209958	-10.890416	4.507819
607	5	-4.0202339183	2.2363719741	11.2352854988	1.3913617779	0.6308837251	124.5060785629	19.897749	16.773597	14.575299	30.672795	26.166105	22.970606	40.121818	34.748973	30.790416	49.375129	43.519021	61.473826	53.91552	49.495378	75.076164	69.015929	64.219934	98.994265	95.008556	91.751051	-9.870043	4.414899
608	5	-4.1535329282	1.9051676392	1.500272474	1.1555035078	0.7390622723	126.5111759984	19.29464	16.416571	14.276233	30.046182	25.797185	22.787826	39.243453	34.467514	30.882901	48.511017	42.683182	60.318481	53.844131	50.06106	74.785781	69.128414	64.345819	99.820042	95.200534	91.559032	-10.161103	4.565243
609	5	-4.0789228063	2.7276257983	1.0436712397	1.1697697317	3.1506141606	126.9678992693	19.039956	16.276394	13.997069	29.696405	25.597151	22.53051	39.579867	34.180313	30.407287	48.360903	42.16735	60.487581	53.678429	49.412805	74.980153	68.655229	63.851376	99.493242	95.162852	91.788347	-10.255941	4.607608
610	5	-3.9517912035	1.4708192228	2.3084493176	1.2640905713	0.0851467649	125.3778084348	19.586482	16.084674	13.89363	30.291961	25.507593	22.262182	39.772649	34.146457	29.992643	48.615105	42.428373	60.751845	53.738608	49.108806	75.254617	68.620857	63.519705	98.468366	94.734043	90.516411	-10.16837	4.561473
611	5	-4.0856277328	1.1400726939	15.8027405901	1.3467855889	0.9087921609	128.1800805904	19.09184	16.371988	14.205086	30.096084	25.791508	22.49306	39.134683	34.159684	30.663967	47.93176	42.749715	60.01923	54.671304	49.135098	74.565819	69.364822	64.441635	100.902781	95.620037	91.665313	-10.465489	4.628198
612	5	-4.0866886445	2.5166144386	28.1954457847	1.5373715912	0.7410502628	128.7459637562	19.326003	16.311123	13.991086	30.194493	25.623159	22.568685	39.563044	33.756431	30.449132	48.696534	42.988157	59.887091	54.277824	49.955511	75.507005	69.729771	64.177498	100.414682	95.803215	91.930076	-10.294607	4.586051
613	5	-3.7958847658	3.1407097023	4.8999891027	1.3724254024	0.8097487437	129.4883828364	19.646884	15.852109	13.764144	30.281758	25.128363	22.10502	40.05883	33.589393	29.586433	48.784037	42.645118	61.30061	53.670594	48.349925	76.202924	69.03246	63.176054	100.937088	96.322953	91.324007	-9.90136	4.624502
614	5	-3.9377438611	1.8427735903	17.7048038985	1.4357886523	0.4693356195	130.2816949047	19.251186	15.888489	13.746724	29.081216	24.952128	21.638493	39.012266	33.826688	29.469601	47.883764	42.13102	60.195112	53.035557	48.539997	75.492581	68.576382	63.123884	101.557636	95.867448	91.238635	-10.142216	4.556072
615	5	-3.9841034757	4.2528356221	4.5536271428	1.2778222172	0.8732692255	127.0196781853	19.435382	16.609857	13.984859	30.30165	25.671023	22.400507	40.06531	34.192961	30.057684	49.357234	42.764188	60.919261	54.364767	49.533059	75.239472	69.156734	64.091065	100.419294	95.203367	91.589158	-10.598694	4.513647
616	5	-4.1950596484	2.7685875194	0.4565983022	1.1280531467	2.2946316176	127.8847436501	19.441714	16.395311	14.583885	29.902235	26.016749	23.188566	39.600873	34.52119	31.196003	48.695225	42.852882	60.479578	54.625579	49.874294	75.340375	69.687159	65.297712	99.652987	97.02547	92.440066	-10.876981	4.575899
617	5	-4.0181323567	3.4203978563	1.3121026367	1.2122218389	2.9023766823	125.8361237609	19.498046	16.204582	14.117964	30.011494	25.455391	22.406833	39.576687	34.23566	30.276904	48.753118	42.146088	60.319488	53.713204	48.730808	74.861887	68.542814	64.219369	98.350547	94.888476	90.721619	-10.340466	4.385175
618	5	-4.0125849741	0.9993446978	16.6552258157	1.3763462557	1.9751696775	128.4336312017	19.126619	15.984319	13.65083	29.315219	24.765211	22.252823	38.835679	33.808113	29.405288	47.971088	41.841029	60.374702	53.140554	47.969274	74.814207	68.446186	63.178978	99.190261	95.269039	91.541686	-10.585651	4.426794
619	5	-4.241135375	1.9927595193	12.4262457771	1.1857237031	1.1369815109	130.4118222359	18.927642	16.156774	14.086627	29.16396	25.043888	22.466692	38.649799	33.911358	30.124294	48.046095	42.757845	60.028648	53.863221	49.694942	75.440562	69.072085	64.527141	100.638089	95.308303	93.811584	-9.964439	4.492707
620	5	-4.1541116339	2.1182507221	7.0263577646	1.2072068213	2.9641788833	127.0546196525	19.108505	16.509586	14.283768	29.633464	25.586819	22.643973	39.64353	34.497232	30.613599	48.168918	42.819931	60.21376	54.07792	49.412188	75.116821	69.147462	64.340853	99.323025	95.165316	92.289547	-9.807951	4.544456
621	5	-4.0906395641	3.2279343625	1.1613621244	1.1572910752	0.7148306353	130.7262344363	19.243038	16.147062	13.847561	29.775038	25.195197	22.611775	39.139639	34.238007	30.10577	48.67145	42.405066	60.94629	54.52889	49.479919	75.50453	69.366396	64.236622	100.990221	96.767906	92.873983	-10.360015	4.530516
622	5	-4.0519629358	-0.0433821887	11.3852467575	1.2984560482	1.8926081465	128.3768322231	19.209712	16.333185	13.946454	29.559464	25.391681	21.992354	39.447895	33.608202	30.234388	48.265458	42.13634	60.499482	53.784	48.932174	75.975535	68.271097	64.045196	100.003235	95.784286	91.243836	-11.60015	4.514144
623	5	-4.0066558395	1.5647132078	0.4882131794	1.2330561936	0.1242895239	125.3072762449	19.913672	16.551253	14.347148	30.589468	25.592598	22.754395	39.944068	34.526869	30.548128	48.983027	42.915866	60.858847	54.198332	49.344464	75.521355	69.288746	64.163801	99.922307	94.266198	90.461276	-11.009167	4.554852
624	5	-3.9848883922	4.639280646	0.8894706139	1.1875155269	1.0777822605	131.701545381	19.015838	15.900913	13.803791	30.013693	25.38193	22.166946	39.328213	33.441256	29.803965	48.413352	42.264513	60.384964	53.634873	48.701962	75.654541	69.108311	64.248405	102.502864	97.404184	93.256979	-11.605877	4.549191
625	5	-3.950411759	1.9208491697	2.3307198752	1.2328209309	3.0249396601	131.5122410259	19.46696	15.982534	13.482977	30.2114	25.210201	22.3373	39.436118	34.197017	29.698226	48.954703	42.340506	60.942934	54.158497	48.996758	75.64996	69.705624	63.624035	101.938848	97.213685	92.252072	-10.013889	4.579114
626	5	-3.9003577927	3.3335457967	17.781222466	1.537000658	1.2426170758	127.1144968588	19.490864	16.346165	14.173924	30.473142	25.412698	22.321951	40.005644	34.356041	29.763202	48.773488	42.527671	61.082752	53.534341	49.077433	75.810531	68.491858	63.59495	100.074881	94.964283	91.238763	-10.224321	4.542178
627	5	-3.8317972916	2.6418150949	3.8531711291	1.3905180756	2.4670632418	125.6991378738	20.206392	16.750586	14.269238	31.070816	26.033304	22.365068	40.138307	34.60658	30.561685	50.020572	43.091188	61.891329	54.755854	48.683179	75.628552	69.203387	64.307033	100.37237	95.458412	90.195998	-9.804517	4.598794
628	5	-4.106482996	0.3453087891	11.1738311835	1.2977745542	0.9310081588	126.1863609209	19.56203	16.304667	14.217449	30.083521	25.781636	22.875057	39.740248	34.10425	30.692264	48.346788	43.129257	60.43358	54.393851	49.456676	74.921134	69.671485	64.251867	99.428144	95.958655	91.785568	-11.098786	4.412251
