State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho
1204	5	-3.8219150743	2.8943970291	17.4121051022	1.6597820938	2.7249068461	124.8807211938	20.065806	16.525673	14.130732	31.145717	25.890389	22.917556	40.558085	34.395201	30.315304	49.615672	43.296701	61.64263	53.731509	49.294328	75.386075	69.029607	63.520034	99.615849	94.656719	90.968229	-10.092133	4.574008
1205	5	-4.0406785285	1.0586406935	22.7607996349	1.5497575984	0.1753636939	127.1554707137	19.968759	16.626078	14.462314	30.683705	26.147664	22.990019	39.976175	34.850181	31.263181	49.009775	43.052387	61.21627	54.651917	50.132658	75.922521	69.809987	64.876813	100.126763	96.161207	92.082491	-10.736087	4.536352
1206	5	-4.1130109441	4.5744642798	23.0681539496	1.4682471437	1.0991772426	124.7436048218	19.264816	16.547607	14.340085	30.163497	25.64491	22.717738	39.502099	34.437416	30.433165	47.934572	42.53005	59.433609	53.733972	49.287912	74.748724	68.256939	64.066085	98.861113	94.154238	90.647186	-11.302702	4.596491
1207	5	-3.9008641953	2.3107884014	0.401163755	1.2821604908	2.3583879999	123.4940102885	19.814549	16.25715	14.091982	30.21234	25.471369	22.269228	39.787962	34.295063	29.968629	48.767782	42.488772	60.480378	53.342638	48.912384	74.716456	68.567288	63.07944	98.104195	93.173449	89.325839	-10.931991	4.627774
1208	5	-3.8107546972	1.3482007565	3.5452547432	1.3259548645	2.9683105292	129.6558185515	19.337229	15.847059	13.471698	30.163247	24.905871	21.64796	39.871422	33.357752	29.068653	48.883363	41.645343	60.860026	53.318451	47.924113	75.348949	68.893118	63.015205	100.89595	95.392991	91.411726	-10.172638	4.541817
1209	5	-3.9351823131	3.6010301214	2.7143654818	1.2733598548	2.4624907097	126.975527035	19.553433	16.112196	13.982834	30.167172	25.546807	22.152683	40.094278	34.035433	30.244739	49.042192	41.882203	61.446896	53.802009	48.635903	75.508125	68.734132	62.870669	100.252167	94.936668	91.245538	-10.177328	4.615682
1210	5	-4.0400699855	1.2435846761	20.5625734693	1.4477635923	0.7724460891	131.7975631008	19.67896	16.330512	14.197566	29.991905	25.97766	22.394765	40.024046	34.735899	30.740797	49.050392	42.374052	61.267297	54.577749	50.012917	76.873507	70.340365	64.761518	102.511087	98.454793	93.721163	-10.557019	4.62512
1211	5	-3.8675729012	1.1037158623	0.9457881727	1.3028963747	1.8006557075	128.453344165	19.848432	16.352487	14.028975	30.441839	25.824286	22.323992	40.511141	34.563548	29.638345	49.660288	42.705906	61.401237	54.648814	48.958282	76.483612	69.094199	64.417843	100.351561	95.39269	91.440257	-10.856496	4.615731
1212	5	-3.909007533	2.5539785687	5.4487600399	1.2895730044	0.104496422	130.4981502434	19.34012	16.005705	13.975613	29.782314	25.035346	21.916536	39.371232	33.920076	29.836989	48.495587	42.279572	61.103969	53.770083	48.369499	75.947606	68.663118	63.56901	101.82038	96.016435	92.2432	-9.776592	4.524645
1213	5	-3.8976791884	2.3657537643	12.6189710434	1.4256410302	0.3701829739	126.7352874771	19.412452	16.211158	13.8902	29.913251	25.15384	22.271176	39.296264	33.673851	29.664421	48.752574	42.247522	60.353364	53.257586	48.767574	74.770833	68.538135	62.818523	100.426879	94.664392	89.987156	-9.88512	4.595389
1214	5	-3.9394879285	1.2613175113	0.7817569285	1.2467909532	2.4985349146	127.9249220778	19.481994	16.189763	14.270818	30.371342	25.508523	22.278578	39.591988	34.248948	30.210667	48.719792	42.821698	61.24809	54.595777	49.285758	75.775897	68.954877	64.358753	100.312168	95.930611	91.970473	-10.8489	4.548766
1215	5	-3.9137022775	1.3646148632	3.6682995987	1.3292776262	2.2233201086	125.3454966816	20.007364	16.528835	14.288282	30.801093	25.95656	22.668868	40.397756	34.881001	30.699644	49.114691	42.765036	61.088622	54.04188	49.489409	75.591045	67.878125	63.745672	99.649506	93.856013	91.157422	-10.139615	4.607355
1216	5	-4.1990997187	3.0536874124	3.3414937855	1.1452134189	0.6354207707	127.57691226	19.121593	16.477564	14.64772	29.432268	25.72207	22.564989	39.384107	34.378911	30.862184	48.049915	42.963179	60.533801	54.7064	49.824974	74.447939	68.811713	64.895246	100.194485	95.372684	91.849329	-9.901821	4.62759
1217	5	-3.8594142721	2.6629412563	12.5254123135	1.478907135	2.6953831804	128.934003609	19.919654	16.214301	13.938134	30.593584	25.843808	22.169342	40.486868	34.17703	29.972293	49.346825	43.363054	61.251259	54.12138	48.990318	76.128145	69.750871	64.638555	100.487819	96.744185	90.636402	-9.925764	4.596326
1218	5	-3.7805785736	4.0784018863	21.3197634777	1.6723796761	1.3373662719	130.7849736076	19.737522	16.03961	13.380007	29.945107	25.195106	21.916673	40.732627	33.323011	29.278525	49.102285	42.095729	61.748488	53.435359	48.43194	76.393028	68.914873	63.554535	101.563946	96.989006	91.817731	-10.852381	4.438698
1219	5	-4.143261125	3.8313656454	38.6628687783	1.7514705961	0.0905952849	127.145501484	19.297414	16.314334	14.263159	29.814732	25.627273	22.935502	39.499589	34.347728	30.824696	48.591387	43.103066	60.689717	53.682597	49.246654	75.057536	69.046961	64.974374	99.754772	96.114072	91.409939	-11.048471	4.584381
1220	5	-4.0054373446	1.0600640874	21.1478796019	1.5427778585	2.9508804527	127.1369711379	19.881012	16.639855	14.421313	30.248831	25.955332	22.615241	40.31696	34.787267	30.656541	49.191444	43.36331	61.023044	54.791156	49.423278	76.103863	69.475137	64.197656	100.512785	95.956359	91.631215	-10.691259	4.61263
1221	5	-4.1215986965	5.1014935888	33.7318175701	1.6544262307	2.3368158165	129.105080017	19.750265	16.522028	14.355716	30.129729	26.298945	22.598674	39.946759	35.076649	30.516001	48.936596	42.80646	60.96972	55.055453	50.517861	75.778052	69.314285	64.76129	101.347302	96.829471	93.742911	-12.288303	4.42076
1222	5	-3.8170011884	2.5821017086	21.6527316231	1.6675415363	2.9482184055	129.4117823994	19.864762	16.306875	13.898281	30.574604	25.721021	22.368448	40.55742	34.093037	29.93681	49.480667	42.257099	61.28068	54.216479	48.832068	76.774821	68.950196	63.787699	101.09357	95.824359	92.18009	-10.177752	4.489905
1223	5	-4.0829132222	3.1007852104	2.1496090337	1.2103345118	0.3933910827	125.6968636643	19.603333	16.451287	14.345625	30.473865	25.946436	22.831595	40.157889	34.826596	31.163575	48.851781	43.232083	61.09496	54.13063	49.443328	75.118075	69.1529	64.64442	99.206442	95.350351	91.740563	-10.016133	4.61693
1224	5	-4.2336238764	0.801017309	11.2378982878	1.2328432608	1.3311120851	127.2494681252	19.413935	16.587056	14.516538	29.867027	25.911873	22.952334	39.129053	34.610332	30.839364	48.491208	43.565442	60.368515	54.583707	50.4931	75.525108	69.792879	64.480151	99.774445	95.915077	92.686117	-10.64606	4.614095
1225	5	-4.1155884117	0.8101418985	28.13891029	1.6023354387	2.7930510261	125.6874335746	19.793328	16.711051	14.476522	30.411623	26.184798	23.078436	39.863738	34.63726	31.106074	49.434205	43.510928	60.223313	55.040538	50.257157	75.090826	69.830575	64.854614	98.695097	95.215666	91.71127	-11.077239	4.625882
1226	5	-3.6113324691	3.9336469919	3.9981502896	1.5769642689	3.1120130413	123.6153140622	20.900232	16.461683	13.819151	31.721418	25.578512	21.94197	40.984109	34.361548	29.515084	49.825382	42.672592	61.771684	53.689067	48.214027	75.690987	67.941953	62.421412	98.620682	93.578192	89.067534	-10.385781	4.627484
1227	5	-3.8339588052	1.691794699	7.1328618017	1.4284824485	2.2453598666	125.0960509331	19.976186	16.298204	14.298396	30.743913	25.768464	22.39834	40.193375	34.280521	29.759443	49.184798	42.48799	60.501325	54.023057	48.658368	75.326809	68.643942	63.663629	98.560784	94.184736	90.184572	-9.953071	4.438745
1228	5	-4.1548213598	2.041924101	0.7013277348	1.1617554938	2.136324762	124.6698007692	19.646816	16.647424	14.527038	29.981645	26.122485	22.999865	39.644719	34.460203	31.260247	48.771902	42.926457	60.016694	54.363044	50.26685	74.965848	69.264329	64.842366	98.749493	94.268112	91.397377	-10.554185	4.539297
1229	5	-4.2443334459	4.5567603801	2.3656001087	1.0958194191	2.614701191	126.439896072	18.942537	16.115842	14.007057	29.141499	25.280799	22.375377	38.228689	33.920399	30.529883	47.289899	42.439388	59.539171	53.588709	49.15027	74.125392	68.350161	63.672603	98.391218	95.06753	91.156193	-11.030609	4.628082
1230	5	-3.9366870737	3.4890490565	7.5475087225	1.3062613996	0.7646905811	128.408411949	19.506248	15.970991	13.765228	29.50734	25.179396	21.955523	39.334824	33.653842	29.661636	48.257406	41.687533	60.279685	53.618038	48.22189	74.844916	68.645964	63.434464	99.941576	95.022309	90.142844	-10.036413	4.4125
1231	5	-3.9524732875	1.4849615806	27.5989159528	1.6938608863	2.767356783	128.1598423955	19.611759	16.365787	14.167528	30.660433	25.686044	22.547305	39.987605	34.366739	30.621663	48.813076	42.459789	60.707545	54.332398	49.099203	76.485499	69.712297	64.057548	101.103608	95.969598	92.026972	-10.592985	4.612615
1232	5	-3.9992725006	2.4913556494	36.6215792107	1.8868000974	3.2933341069	124.9080328151	19.539015	16.251283	14.292951	30.198913	25.449477	22.446507	39.769411	33.687868	29.864235	48.691906	42.153024	60.467947	54.021572	49.308541	74.130586	68.867312	63.656569	97.925275	94.943103	90.002145	-10.532645	4.392561
1233	5	-3.9154969066	1.3758534976	44.1328798099	2.1849790942	3.3511149759	128.9591773846	19.72584	16.107348	13.860523	30.391002	25.871861	22.179637	40.108269	34.422851	30.337309	49.284133	43.110663	60.871517	53.790252	48.993755	76.211675	69.7086	64.746551	101.653223	96.426907	92.06912	-11.13085	4.542497
1234	5	-3.9869140746	3.8609103806	39.5634045304	2.0163053904	2.9553601987	123.949424469	19.692739	16.429994	14.28015	30.255711	25.79979	22.472245	39.32071	34.47394	30.194473	48.634835	42.371681	60.74951	54.537556	48.537536	74.873321	68.469147	63.775708	97.35797	93.853621	89.968027	-11.12284	4.587892
1235	5	-3.9917022594	2.903862621	49.512809321	2.5107902147	0.0944907002	122.8105504114	19.736197	16.667901	14.092871	30.467839	25.864298	22.691394	40.12078	34.55378	30.468478	48.716986	43.202467	60.845738	53.855978	48.39381	74.844742	68.015936	63.773854	97.614849	94.116361	90.182232	-10.999655	4.596262
1236	5	-3.897538411	0.5299789105	45.6484355715	2.2702228586	1.247999817	129.7415105969	19.827283	16.199088	13.824138	30.418233	25.47532	22.350272	39.880852	34.242522	30.0256	49.825616	42.963747	61.101799	54.340467	49.160749	76.276656	69.573363	63.974807	100.433898	95.540777	91.40187	-11.898215	4.628858
1237	5	-3.9683559978	4.4232235171	42.4428651358	2.0448097439	0.5182810845	128.0431448959	19.68558	16.248932	14.020745	30.240442	25.621502	22.389112	39.254037	33.839686	29.841731	48.775718	42.583459	61.165016	53.698297	48.636417	76.031742	69.027196	63.87938	100.040079	95.875962	91.040461	-11.710518	4.349771
1238	5	-4.1110300826	2.7796760402	27.5197520373	1.4985973181	1.4332671537	125.9179467684	19.131815	15.949444	14.023155	29.494954	25.512655	22.339307	38.81947	33.536222	29.941738	47.370551	42.127938	59.603329	53.133983	48.347864	74.139749	68.454599	64.131118	97.899171	93.871453	90.477672	-10.264874	4.494803
1239	5	-4.2765140798	3.4432134684	24.3831932441	1.3170025186	3.2570113199	129.9440242243	18.802016	16.199568	14.242543	29.21476	25.539989	22.863783	38.748218	33.895823	30.380208	48.232225	42.35128	59.936374	54.160743	49.91748	75.212843	69.668244	65.336268	100.614983	96.462544	93.490101	-10.436457	4.584441
1240	5	-3.9992712055	3.7643078115	16.8813505204	1.4105044749	0.2436798477	127.5306912891	19.352101	16.110872	13.800388	29.839383	24.977751	22.375854	39.130912	33.825563	29.757042	48.393053	42.383395	60.182274	53.692672	48.645192	75.299029	69.157153	63.624983	99.981976	94.43776	90.563141	-10.418157	4.605451
1241	5	-3.9063258282	3.0410817936	21.6789708921	1.654824879	0.8388256518	126.1260732916	20.106816	16.468677	14.115182	30.435756	26.064725	22.691665	40.577891	34.742428	30.57808	49.692878	42.569174	61.576215	54.596774	48.888889	76.242964	69.180193	64.955868	99.436592	96.027892	91.413213	-10.237676	4.459928
1242	5	-3.7917736498	4.143571144	0.5173396841	1.3451413813	1.2943170539	126.6974598957	20.009686	16.398491	13.819133	30.63403	25.56444	22.349414	41.071053	34.104884	30.018471	49.583352	42.742695	61.476106	53.973661	48.08667	75.715544	68.77374	63.249698	100.736022	95.191834	90.634246	-11.476001	4.607326
1243	5	-4.1771212575	2.3507758592	30.6285740952	1.4932445188	0.5234835364	126.6688367319	19.061866	16.005238	14.161012	29.681011	25.210549	22.434858	38.978592	33.778084	30.295191	47.17934	42.395131	59.72688	53.415262	49.118085	74.447489	68.527707	64.33776	98.934541	93.880017	91.094297	-10.330034	4.581081
1244	5	-4.0624828206	4.2372394594	36.1625106216	1.7308163001	1.7863391344	126.329350271	19.113149	16.238518	14.231795	29.323007	25.449666	22.462607	39.107589	33.644079	30.219552	47.984239	42.32282	60.157264	53.253528	48.638731	74.188481	68.296668	63.228576	98.909815	94.741427	90.124196	-11.302265	4.620271
1245	5	-3.9764691447	5.2366125504	53.8644099762	2.3936963996	2.55318027	131.573815662	19.439489	16.285943	13.941521	30.303909	25.516178	22.439852	39.922941	33.915669	30.253403	49.124952	43.001939	61.696636	54.390707	49.225567	75.965026	70.24515	64.078383	101.91334	96.564426	92.889406	-13.073036	4.624312
1246	5	-4.1370573237	2.7315534771	61.2312209458	2.4297484537	0.9401746234	129.2546539748	19.260274	16.145715	14.031127	29.573985	25.887017	22.354916	39.457234	34.028504	30.237893	48.398826	42.76565	60.53942	54.212044	49.473272	75.603341	69.285316	64.55349	101.104819	96.925679	92.291885	-11.194542	4.526878
1247	5	-3.9639372458	2.1141652875	41.5514997101	2.1890750622	2.626889927	123.682611963	20.122368	16.636798	14.287459	31.096232	25.901581	22.595218	40.098499	34.632216	30.984113	49.16497	42.881286	61.423991	53.672024	49.27128	74.200437	69.082033	63.337273	98.010092	93.618114	89.896362	-10.756207	4.521075
1248	5	-3.7286831901	1.7489076743	45.7091431137	2.6181028124	1.336673573	129.8475172809	19.883847	15.912155	13.550783	30.681658	25.529058	21.85428	40.425183	33.912286	29.218652	49.11418	42.084363	62.152154	54.304536	48.068644	76.003031	69.772822	63.413273	102.592318	96.867077	91.803741	-11.103047	4.580095
1249	5	-4.2074545081	1.4134466416	55.4233925624	2.076892689	3.1918340598	128.6431944706	18.956034	16.262911	14.275899	29.731827	25.671708	22.688038	38.941434	34.581216	30.501126	48.371947	42.50777	60.420052	54.24022	49.404172	74.616936	69.9663	65.258677	98.650223	95.686604	92.486837	-11.303122	4.541055
1250	5	-4.1062825065	3.8605286246	56.2992916202	2.381456796	2.4690969556	126.7252433426	19.390173	16.282483	14.317548	30.112534	25.590609	22.884095	38.840852	34.501466	30.363548	48.469134	42.649329	60.674655	54.240441	49.125123	74.851465	69.396769	64.006634	99.609768	95.61444	91.389582	-11.565388	4.507967
