State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	rho
2542	11	-1.995602377	5.0132337046	96.9851223118	0.07436583	3.2034982533	25.7385997937	6.664442	8.124653	9.87319	12.023187	16.324795	18.152431	19.378805	20.365451	21.119187	22.307108	6.394174	7.857829	9.829138	13.915734	15.71076	16.861028	17.9545	18.732849	19.655392	0.261055	0.515838	1.009978	1.958649	3.611735	7.304362	16.462347	19.542076	21.928152	1.95598	2.609411	4.223688	5.05762	5.75374	6.299909	6.834287	7.514367	0.230853	0.313112	0.531728	0.650054	0.752462	0.819786	0.922144	1.043375	-11.951388	2.386548
2543	11	-1.892172241	4.9765939748	95.2689545347	0.0796300148	3.2734781717	25.6718986429	6.560444	8.12406	9.822072	12.132009	16.397345	18.278843	19.515857	20.57006	21.228241	22.237172	6.269225	7.684522	9.710393	13.861701	15.725838	16.87568	17.98293	18.807549	19.986878	0.259008	0.516075	1.002786	1.936052	3.570788	7.31009	16.464885	19.562294	22.00961	1.821914	2.468622	4.094413	4.972958	5.61001	6.192761	6.773838	7.500707	0.215096	0.293793	0.510167	0.63769	0.731113	0.831419	0.911858	1.035806	-11.844244	2.383484
2544	11	-2.0253725477	4.9795418068	97.763006129	0.1238660658	3.3214848058	25.686967553	6.56744	8.150357	9.931575	12.136134	16.582412	18.399616	19.577979	20.483287	21.288969	22.310067	6.368951	7.937341	9.855918	14.009432	15.85666	17.075467	18.087252	18.89628	19.877691	0.259954	0.513828	1.011133	1.939396	3.587887	7.358673	16.516847	19.63678	22.106972	1.976562	2.63608	4.232439	5.069059	5.729386	6.326026	6.798494	7.487025	0.233081	0.319605	0.542029	0.656509	0.753495	0.846727	0.925163	1.031585	-11.830834	2.380169
2545	11	-1.981375654	5.0090762773	96.0367173663	0.1527596545	3.3855151151	25.4645808868	6.286588	7.895024	9.602611	11.871322	16.309409	18.149918	19.401667	20.325216	21.193828	22.254191	6.230495	7.676031	9.717381	13.759692	15.711209	16.982499	17.943977	18.71558	19.720279	0.260414	0.514365	1.004338	1.945318	3.573832	7.304403	16.438399	19.518747	21.921325	1.928454	2.565846	4.174505	5.055904	5.685846	6.306646	6.795652	7.50381	0.227763	0.308606	0.527555	0.646601	0.745092	0.836664	0.929246	1.033763	-11.727431	2.382857
2546	11	-1.9366552542	5.0162714014	95.0012276322	0.0041025042	3.3251941221	25.5525478504	6.376396	7.943247	9.611062	11.936115	16.308162	18.198091	19.391159	20.41973	21.071087	22.049615	6.240639	7.586503	9.688932	13.767196	15.62537	16.950129	17.947102	18.766641	19.79123	0.260892	0.51152	1.012757	1.944753	3.594695	7.328417	16.534167	19.44974	21.917813	1.897751	2.529568	4.157385	5.02336	5.70844	6.261129	6.77203	7.546855	0.220142	0.304635	0.523576	0.641055	0.745491	0.829009	0.921919	1.042851	-14.828227	2.347227
2547	11	-1.8551512814	4.9436933733	92.4918689237	0.0355141103	3.3876151744	25.4680264863	6.498205	8.011145	9.698375	12.074016	16.617837	18.368694	19.517749	20.514601	21.270054	22.16293	6.243204	7.663045	9.749295	13.939169	15.659128	17.025903	18.00764	18.802873	19.858163	0.262456	0.524286	1.02329	1.962393	3.620711	7.392045	16.558795	19.610406	22.06043	1.819451	2.47584	4.072615	4.944809	5.638772	6.275062	6.808849	7.558064	0.209907	0.292153	0.508283	0.632309	0.709297	0.83288	0.918528	1.057744	-12.27504	2.371856
2548	11	-1.8606447673	4.9165656954	92.3138030457	0.9015915167	3.3523345792	25.1710331674	6.556271	8.106104	9.891454	12.160546	16.455536	18.212549	19.319653	20.305613	21.043591	22.020094	6.295595	7.753357	9.772512	13.921129	15.582049	16.861189	17.828111	18.654792	19.624976	0.260446	0.51436	1.008325	1.929765	3.580433	7.300234	16.43017	19.376777	21.882535	1.811911	2.470804	4.090893	4.960395	5.582554	6.23473	6.709604	7.466689	0.209145	0.291192	0.50918	0.627548	0.729767	0.821853	0.916707	1.047178	-12.01491	2.384963
2549	11	-1.8507384757	4.9254426983	92.237985739	1.6392946823	3.2959523708	25.1960960122	6.608566	8.209883	9.882798	12.110058	16.428566	18.169926	19.333188	20.327623	21.054997	21.912319	6.240958	7.779615	9.759993	13.765063	15.506416	16.840576	17.845719	18.586513	19.614193	0.260031	0.5179	1.006372	1.928676	3.582856	7.284988	16.346452	19.300654	21.679694	1.812489	2.446077	4.066238	4.91551	5.576746	6.203722	6.724893	7.487621	0.209916	0.291077	0.499317	0.633673	0.726872	0.826354	0.916138	1.042266	-12.403409	2.388126
2550	11	-1.8286041703	4.9677905118	94.1186309911	0.0054854511	3.3186692823	25.9885799522	6.477032	8.052792	9.834058	12.08721	16.539659	18.503544	19.75373	20.661729	21.590284	22.468683	6.186775	7.671277	9.773869	13.974461	15.698456	17.086789	18.117069	19.025482	20.040867	0.263321	0.520877	0.981911	1.957404	3.616251	7.378722	16.714533	19.85127	22.324714	1.793646	2.441252	4.049486	4.916214	5.633054	6.240925	6.773513	7.552774	0.208399	0.288932	0.5024	0.623787	0.72853	0.831425	0.917806	1.055615	-14.306009	2.385469
2551	11	-1.9013260277	4.9754831605	95.3494289321	0.0284757931	3.1733999048	25.5646566336	6.68661	8.197814	9.87304	12.135675	16.362008	18.100566	19.323989	20.448466	21.080457	22.028423	6.365856	7.776119	9.728628	13.869816	15.537515	16.850465	17.817009	18.727971	19.737988	0.258334	0.512562	1.000791	1.926645	3.546489	7.261152	16.398357	19.501218	21.920211	1.866771	2.485363	4.077652	4.935104	5.581358	6.23375	6.717321	7.431601	0.214447	0.294754	0.508562	0.630054	0.729812	0.821198	0.903939	1.032102	-12.488434	2.356923
2552	11	-1.9975406133	4.9194348951	96.7135097334	5.4285880965	3.3713567725	25.2959551946	6.641805	8.253245	9.951885	12.229984	16.572437	18.42322	19.475577	20.398268	21.133096	22.076006	6.496646	7.933425	9.963368	14.0903	15.852713	16.99952	17.983856	18.69895	19.688508	0.257022	0.511007	0.99735	1.916311	3.545569	7.271051	16.403621	19.385967	21.893605	1.928755	2.598768	4.214941	5.066869	5.693901	6.231432	6.7285	7.406856	0.227632	0.312005	0.521048	0.647342	0.746457	0.832202	0.914291	1.028094	-13.798297	2.381423
2553	11	-1.9764770759	4.9304695467	98.2242132259	0.0212968144	3.3697524788	25.5538204949	6.633209	8.230622	9.986077	12.172207	16.661403	18.512412	19.568464	20.62684	21.34932	22.228313	6.399121	7.803007	9.843787	14.017484	15.8341	16.973834	18.001287	18.853095	19.855204	0.255262	0.505651	0.991835	1.89581	3.545348	7.207025	16.471262	19.566229	22.033579	1.911121	2.541677	4.165178	4.95421	5.638783	6.167628	6.719972	7.397229	0.220558	0.301353	0.518188	0.634097	0.728184	0.822899	0.901648	1.022189	-12.856701	2.367082
2554	11	-1.9191227219	5.013243398	96.5867535752	0.3286068313	3.2384863284	25.673412241	6.44686	7.975918	9.611697	11.851062	16.328333	18.094457	19.295473	20.365842	21.114737	22.11429	6.234529	7.6788	9.641211	13.724441	15.564164	16.805599	17.744169	18.714222	19.68488	0.257559	0.510028	0.998648	1.906969	3.546763	7.258732	16.458551	19.438562	21.903788	1.856191	2.489739	4.088321	4.960703	5.608927	6.194541	6.726562	7.432223	0.216146	0.29769	0.509343	0.62964	0.726985	0.824613	0.908257	1.033082	-11.675344	2.359814
2555	11	-1.8786315639	5.0033628604	94.5553389683	0.5568941995	3.2737019997	25.8343387633	6.419706	8.036807	9.687696	11.927336	16.337385	18.237808	19.604112	20.628873	21.323334	22.420441	6.204437	7.661304	9.722394	13.813944	15.748947	16.962109	18.013119	18.894558	19.977527	0.263165	0.519875	1.014849	1.948829	3.598525	7.403403	16.550391	19.711387	22.141106	1.832542	2.482208	4.124699	4.989029	5.648397	6.255764	6.826423	7.522377	0.213094	0.293962	0.510645	0.640438	0.73916	0.831445	0.920314	1.054571	-11.762433	2.368193
2556	11	-2.0149722903	5.062410446	99.8580003978	1.1461141673	3.1814551922	26.0998418724	6.429858	8.005914	9.66494	11.889061	16.242164	18.128321	19.372794	20.495799	21.269362	22.468424	6.339077	7.765059	9.775231	13.80547	15.702921	16.94772	17.981185	18.866547	19.871247	0.260096	0.512199	1.001636	1.922364	3.558696	7.258342	16.551704	19.562449	22.110036	1.936748	2.614381	4.208765	5.082754	5.689161	6.275698	6.797781	7.447669	0.230861	0.311929	0.531994	0.652051	0.748296	0.835775	0.916	1.026777	-12.251644	2.356885
2557	11	-2.0390288275	5.0364535383	100.3489823863	0.72022592	3.1889806424	25.9210561231	6.611231	8.061486	9.811762	12.068325	16.260027	18.164306	19.378976	20.426192	21.256877	22.336407	6.4195	7.840073	9.87025	13.900516	15.666233	16.911252	17.856941	18.765614	19.832218	0.256331	0.508141	0.989306	1.91226	3.558837	7.256578	16.515087	19.520897	21.944642	1.952162	2.61272	4.208284	5.021565	5.686308	6.268808	6.7443	7.39635	0.233399	0.313696	0.530514	0.646992	0.743837	0.83119	0.908291	1.016964	-12.033355	2.378572
2558	11	-1.9093781642	5.0335775382	95.0830338366	0.4871178694	3.1619301897	25.7355166764	6.507756	8.069961	9.781481	11.885276	16.21548	18.072533	19.334209	20.330018	21.186895	22.114655	6.288824	7.754454	9.735613	13.698206	15.571691	16.736827	17.862369	18.678778	19.776769	0.262381	0.516948	1.012527	1.936976	3.590084	7.346209	16.455432	19.621627	21.950459	1.85726	2.522123	4.13531	4.962057	5.641802	6.257643	6.792718	7.475129	0.218157	0.299728	0.517051	0.643613	0.742071	0.837295	0.912078	1.043173	-11.73327	2.38771
2559	11	-1.9353114317	4.9783746803	97.7387688486	0.044361794	3.3304273439	25.7961301091	6.441361	8.028113	9.804065	12.107098	16.613663	18.374823	19.533213	20.582698	21.346799	22.353906	6.235269	7.705463	9.784286	13.945591	15.72293	16.953377	18.044233	18.909662	19.891189	0.256534	0.50705	0.993996	1.918255	3.538074	7.286449	16.555342	19.602326	22.169421	1.863888	2.503286	4.120812	4.952228	5.611566	6.238916	6.718179	7.432543	0.21662	0.297481	0.510211	0.631399	0.726215	0.824391	0.906427	1.02735	-12.205716	2.371242
2560	11	-1.9207362745	5.0107090005	97.6955259238	0.0120788338	3.3970143449	25.8307606474	6.198089	7.762126	9.590875	11.926316	16.467151	18.339508	19.436623	20.654182	21.367436	22.415347	6.071511	7.565616	9.679141	13.877722	15.759067	16.991483	18.051191	18.926503	19.877331	0.255473	0.506251	0.995141	1.904233	3.524307	7.242499	16.561754	19.624592	22.166516	1.862424	2.463803	4.069143	4.939962	5.575926	6.225183	6.711591	7.451804	0.214632	0.29356	0.502869	0.635825	0.73329	0.822058	0.90513	1.025972	-13.349839	2.365254
2561	11	-1.9903985935	5.0409355351	101.1833603249	0.191984971	3.2003855193	25.9316328638	6.472005	7.960522	9.70443	11.888314	16.316666	18.085518	19.412017	20.357618	21.144243	22.293068	6.285487	7.704377	9.638523	13.853629	15.507987	16.786443	17.833472	18.648129	19.794284	0.252079	0.499218	0.981766	1.883611	3.455221	7.151735	16.388968	19.48941	22.046245	1.881907	2.51996	4.092209	4.936805	5.561578	6.115804	6.627331	7.310979	0.219535	0.303435	0.513891	0.63244	0.725684	0.814501	0.88973	1.001863	-11.729786	2.389632
2562	11	-1.8630129646	4.9696323212	94.1418097729	0.0766743168	3.3412774217	25.8048116909	6.439314	7.979916	9.789855	12.031796	16.547935	18.36263	19.693286	20.620568	21.427194	22.441607	6.167212	7.666246	9.824695	13.874184	15.780154	17.071257	18.156287	19.019578	20.029364	0.26365	0.51691	1.010883	1.947544	3.63416	7.370324	16.636269	19.7418	22.249664	1.852697	2.480598	4.093618	4.976704	5.655019	6.265493	6.840661	7.533538	0.211638	0.292955	0.503129	0.638398	0.735915	0.836162	0.918105	1.049399	-11.827718	2.361894
2563	11	-1.9719736636	4.9107518008	98.1670145447	0.4700809034	3.3790619769	25.4862503232	6.676839	8.25459	9.927436	12.252189	16.6608	18.453283	19.669187	20.622755	21.26669	22.092402	6.432052	7.877307	9.907981	14.054997	15.7546	17.010514	18.023393	18.719098	19.821907	0.255736	0.505423	0.984619	1.906292	3.512734	7.229059	16.494786	19.554565	22.026407	1.900042	2.51697	4.150356	4.942527	5.628292	6.168613	6.706948	7.405272	0.22079	0.300854	0.511642	0.634262	0.731359	0.823366	0.89747	1.015799	-11.875947	2.368701
2564	11	-1.9224045642	4.9564117124	96.5131574719	0.0984771594	3.3368536504	25.6592407542	6.479215	8.102849	9.817973	12.125288	16.527706	18.282511	19.54302	20.663616	21.240466	22.272938	6.234076	7.771743	9.823386	13.976333	15.736314	17.002859	18.067594	18.815165	19.773951	0.257086	0.509592	0.990111	1.921922	3.545679	7.269751	16.51157	19.607966	22.111622	1.866694	2.502088	4.11489	4.944299	5.589855	6.222083	6.726619	7.44271	0.218391	0.296005	0.511763	0.636835	0.731615	0.828206	0.910529	1.027706	-11.813037	2.319407
2565	11	-1.9126767419	5.0014747015	94.55507711	0.8440791894	3.3329608528	25.7631283532	6.380584	7.98963	9.643105	11.930208	16.443426	18.326941	19.58009	20.628614	21.472502	22.478554	6.206439	7.732763	9.742826	13.915248	15.743434	17.059065	18.000121	18.897413	20.031687	0.262181	0.520535	1.018311	1.963626	3.638103	7.365185	16.644136	19.641481	22.094571	1.872711	2.523828	4.190033	5.080013	5.697818	6.305215	6.840068	7.586003	0.221035	0.302334	0.523835	0.641517	0.746609	0.844035	0.92551	1.052464	-11.977419	2.389127
2566	11	-1.8931251693	4.963670722	94.2239095589	0.3528693141	3.3713379064	25.5699055609	6.425186	7.987296	9.797502	12.094847	16.547463	18.367764	19.635994	20.586173	21.354498	22.378685	6.210646	7.773941	9.731641	13.975578	15.699953	16.983932	18.061707	18.834054	19.945072	0.261833	0.519762	1.007197	1.934659	3.612342	7.349332	16.587217	19.634645	21.989	1.883565	2.496191	4.153795	4.991407	5.621346	6.24805	6.790891	7.535255	0.217845	0.298659	0.510368	0.641238	0.736439	0.83149	0.921191	1.044479	-11.674417	2.385791
2567	11	-1.9077017102	4.9953847643	89.4720531789	0.3817364145	3.3663369655	25.2049696615	6.356325	7.879538	9.650524	11.922271	16.298897	18.111888	19.328666	20.306039	21.090184	22.026732	6.289862	7.702709	9.685791	13.930031	15.721369	16.893097	18.07464	18.763939	19.800589	0.271869	0.536651	1.05398	2.018809	3.724869	7.488084	16.640157	19.429716	21.794704	1.914106	2.57566	4.219916	5.117903	5.843872	6.441333	6.946437	7.66801	0.226369	0.311571	0.534757	0.669901	0.771845	0.867474	0.962956	1.085315	-11.648487	2.389307
2568	11	-1.9077017102	4.9953909012	91.3029483963	1.0951344461	3.2930226998	25.1103990876	6.449766	7.940955	9.713436	11.858557	16.155303	17.955471	19.083008	20.172997	20.813382	21.8257	6.240426	7.74951	9.676951	13.763452	15.514829	16.748452	17.818768	18.561517	19.520049	0.265647	0.52773	1.021098	1.957102	3.636312	7.404797	16.420118	19.276445	21.659976	1.897068	2.542871	4.181056	5.05018	5.679091	6.296047	6.823443	7.546129	0.218475	0.302917	0.523001	0.64913	0.746378	0.848272	0.933024	1.052331	-12.113824	2.362015
2569	11	-1.8900127539	4.9923418088	91.3029483999	0.1375379838	3.2952534592	25.3973758541	6.478057	8.033297	9.74407	11.97249	16.343565	18.132101	19.264416	20.380051	21.127624	22.161624	6.273554	7.727622	9.710379	13.850192	15.610666	16.832236	17.910948	18.823632	19.787583	0.267052	0.529403	1.03491	1.989416	3.661636	7.445232	16.576556	19.561605	21.968183	1.89456	2.514898	4.169329	5.018631	5.73843	6.338484	6.895269	7.640078	0.220136	0.303223	0.522515	0.649032	0.752272	0.845594	0.942028	1.068754	-11.638594	2.38753
2570	11	-1.8402177401	4.9647150613	92.0607615398	1.3506761735	3.2586930672	25.5630758214	6.538886	8.088231	9.864881	12.092002	16.46823	18.1919	19.476827	20.456689	21.27625	22.226113	6.28427	7.73254	9.78932	13.822784	15.634586	16.861612	17.993693	18.840588	19.743557	0.263204	0.523632	1.019071	1.980332	3.634523	7.389047	16.594403	19.698473	21.940071	1.831381	2.485515	4.094595	4.93819	5.667364	6.260336	6.826633	7.561583	0.212127	0.291933	0.509064	0.631322	0.738716	0.839119	0.924409	1.061538	-12.215156	2.386673
2571	11	-1.8195775288	4.9753333412	90.5633414509	0.0691906165	3.1541089234	25.6412562999	6.652723	8.204898	9.849462	12.012745	16.364456	18.124777	19.277334	20.401267	21.269403	22.166929	6.30991	7.811535	9.711646	13.807704	15.608529	16.944119	17.929856	18.769832	19.83532	0.270149	0.528965	1.041207	1.985283	3.673634	7.465468	16.591353	19.578292	21.969332	1.82339	2.469478	4.120212	5.019004	5.682104	6.309801	6.863609	7.660411	0.21196	0.290921	0.50968	0.640636	0.742579	0.846309	0.946148	1.075761	-11.807424	2.353857
2572	11	-1.7952768276	4.9625419781	90.4223072563	1.9910797495	3.2684007758	26.101403416	6.61106	8.164405	9.978288	11.825292	16.702304	18.603509	19.855406	20.862018	21.611124	22.687243	6.299702	7.746246	9.800984	14.010653	15.925126	17.245926	18.322079	19.237659	20.154504	0.271093	0.540825	1.049389	2.018338	3.728924	7.615423	16.878534	19.996386	22.492069	1.830131	2.46979	4.166379	5.068867	5.724917	6.386147	6.982496	7.797006	0.212982	0.290477	0.511717	0.644999	0.744389	0.852306	0.949642	1.092012	-12.462518	2.387734
2573	11	-1.7952768276	4.9625419781	90.4223072563	1.9910797495	3.2684007758	26.101403416	6.61106	8.164405	9.978288	11.825292	16.702304	18.603509	19.855406	20.862018	21.611124	22.687243	6.299702	7.746246	9.800984	14.010653	15.925126	17.245926	18.322079	19.237659	20.154504	0.271093	0.540825	1.049389	2.018338	3.728924	7.615423	16.878534	19.996386	22.492069	1.830131	2.46979	4.166379	5.068867	5.724917	6.386147	6.982496	7.797006	0.212982	0.290477	0.511717	0.644999	0.744389	0.852306	0.949642	1.092012	-12.462518	2.387734
2574	11	-1.8115970273	4.9494408414	93.2997486324	0.2005893168	3.3259064732	25.5654411035	6.425277	8.062163	9.693224	12.003586	16.400005	18.3336	19.385872	20.451341	21.340289	22.26669	6.092455	7.636544	9.610135	13.824182	15.545355	16.880336	17.914874	18.875074	19.825152	0.259569	0.513232	1.001168	1.921142	3.561926	7.325836	16.505712	19.43379	22.095933	1.774749	2.410862	3.961479	4.840654	5.551965	6.129088	6.715826	7.478207	0.20482	0.279747	0.490011	0.619638	0.71998	0.809849	0.911877	1.036593	-11.572218	2.378859
2575	11	-1.8784705443	4.936286559	93.4537576956	1.8467390641	3.3730953432	25.2461313213	6.445532	8.069355	9.763684	12.100005	16.455732	18.246612	19.532779	20.337106	21.150298	22.089765	6.190796	7.679042	9.721753	13.902493	15.623513	16.897645	17.851231	18.717031	19.748227	0.260372	0.512031	1.010223	1.921831	3.555488	7.264884	16.439823	19.422191	21.816153	1.848908	2.468948	4.058225	4.934756	5.607113	6.197086	6.746028	7.4359	0.212754	0.293464	0.503038	0.636619	0.725321	0.826202	0.911721	1.007536	-12.525722	2.380355
2576	11	-1.8299888824	4.9873387353	91.3952612203	0.007879763	3.2753341501	25.7402228634	6.447993	8.002208	9.710618	11.963974	16.416647	18.343582	19.574948	20.448155	21.454916	22.452533	6.200629	7.730857	9.739242	13.915453	15.75223	17.070753	18.040269	18.876288	19.961186	0.266743	0.528018	1.03779	1.991888	3.658821	7.461647	16.737697	19.731282	22.117346	1.834298	2.471169	4.093189	5.007078	5.680849	6.317532	6.874256	7.695174	0.212527	0.293609	0.51372	0.640247	0.746113	0.843831	0.93788	1.065744	-13.767974	2.370327
2577	11	-1.8824796623	4.9729111117	93.815632641	0.0333594709	3.1583194426	25.7878224087	6.735242	8.306327	10.005291	12.162017	16.461195	18.293789	19.477251	20.566044	21.182545	22.253597	6.396699	7.782453	9.846333	13.874436	15.671077	16.921464	18.070273	18.829562	19.857813	0.264751	0.519495	1.024222	1.953905	3.635565	7.377696	16.770895	19.566343	22.057432	1.869576	2.526695	4.15612	5.000391	5.696941	6.337895	6.845732	7.578118	0.216931	0.298562	0.514676	0.640278	0.742319	0.833273	0.932183	1.057652	-12.330789	2.38675
2578	11	-1.8645270113	4.9974651089	93.0756429019	4.8539415158	3.3448008971	25.8571238135	6.366704	7.960983	9.697588	11.972537	16.496937	18.231991	19.688424	20.618717	21.49854	22.387901	6.125935	7.668759	9.72074	13.872627	15.79017	17.110179	18.175455	19.000723	20.160932	0.265329	0.522232	1.026627	1.971364	3.650597	7.442801	16.739571	19.769839	22.244298	1.856065	2.496701	4.095649	5.028751	5.742493	6.308566	6.861718	7.650039	0.215626	0.301725	0.512915	0.642426	0.74732	0.844015	0.934345	1.057497	-13.459933	2.375948
2579	11	-1.9788895991	4.9475032217	97.1577898488	0.1352134658	3.2700547055	25.7054137935	6.728767	8.278985	9.986076	12.32272	16.629625	18.43456	19.680839	20.630707	21.450022	21.680505	6.470311	7.947707	9.947495	14.164048	15.820529	17.030212	18.102992	18.855665	19.876942	0.258961	0.514981	1.006178	1.937781	3.597295	7.302602	16.541986	19.663172	22.202828	1.944665	2.582801	4.16847	5.092992	5.693357	6.264389	6.788655	7.457864	0.226351	0.30685	0.529712	0.6492	0.740744	0.836646	0.916909	1.032747	-11.785385	2.362999
2580	11	-2.0196815874	5.0014933482	100.8174938043	0.2029711878	3.2974344478	25.8122379555	6.474272	8.094543	9.846599	11.979559	16.488984	18.172339	19.448634	20.502624	21.361603	22.300693	6.309223	7.816641	9.873488	13.894575	15.757409	16.952311	17.983966	18.743926	19.858267	0.25317	0.500795	0.978656	1.88472	3.512661	7.170648	16.472168	19.501869	22.115453	1.927012	2.594816	4.156186	4.998272	5.642992	6.167988	6.708269	7.382534	0.225859	0.309231	0.521958	0.641072	0.734406	0.825855	0.894793	1.010998	-11.770993	2.347712
2581	11	-1.9993559461	4.9777602325	101.1752099599	0.2249531484	3.2995663652	25.8440493745	6.534755	8.093218	9.925698	12.074627	16.478521	18.396544	19.608854	20.554619	21.375681	22.310151	6.305646	7.783674	9.855146	13.960947	15.685122	16.956626	18.005969	18.87036	19.765397	0.251837	0.498241	0.975981	1.866231	3.471417	7.19678	16.3977	19.556739	22.17676	1.909123	2.541091	4.108106	4.978879	5.554137	6.104784	6.704942	7.27936	0.223067	0.302573	0.513733	0.633108	0.722717	0.816378	0.893561	1.00581	-11.76745	2.344285
2582	11	-1.9675614042	5.0240275842	99.8796301283	0.1458162076	3.3297616685	25.824837515	6.298636	7.89649	9.63174	11.825971	16.36783	18.126831	19.502046	20.474377	21.249004	22.252088	6.14579	7.650334	9.623273	13.807378	15.644552	16.857883	17.927101	18.748305	19.772707	0.253419	0.500914	0.978166	1.871491	3.514082	7.229938	16.410704	19.535526	22.181764	1.867028	2.5117	4.113323	4.949318	5.59794	6.106766	6.675263	7.361866	0.217049	0.300297	0.507387	0.624836	0.726591	0.814327	0.894888	1.005024	-11.741961	2.367629
2583	11	-1.9893207057	4.9861237472	103.2282637182	2.0028455272	3.384053848	25.9423425473	6.372971	7.944917	9.68516	12.051858	16.591737	18.391578	19.53454	20.638814	21.384668	22.484707	6.22482	7.666173	9.693721	13.887624	15.75828	16.942022	18.033466	18.87193	19.873596	0.244857	0.487651	0.957368	1.851186	3.423506	7.106216	16.42692	19.4876	22.125381	1.836998	2.488117	4.070825	4.874439	5.500435	6.070854	6.628138	7.227128	0.213976	0.295963	0.499026	0.617572	0.713411	0.791055	0.875609	0.986792	-12.727104	2.382783
2584	11	-1.8739611669	4.9838661918	95.9189966802	0.8712515153	3.1462922875	25.8138887532	6.641801	8.23447	9.900582	12.128587	16.428136	18.22313	19.359513	20.350739	21.203974	22.146925	6.304878	7.754386	9.756285	13.924182	15.681687	16.780186	17.865397	18.715651	19.830159	0.258516	0.511576	1.00642	1.92731	3.550944	7.293353	16.429785	19.408438	22.038455	1.802654	2.44755	4.07541	4.916491	5.594235	6.191252	6.741769	7.443928	0.208695	0.293491	0.501091	0.630398	0.728787	0.818825	0.90183	1.033045	-11.984704	2.381881
2585	11	-1.8277739678	4.9488660603	90.1867450161	7.0579008764	3.3378849845	25.1074696121	6.472722	7.978257	9.745921	11.951479	16.298362	18.022963	19.328191	20.230216	21.045535	21.956965	6.227044	7.630006	9.659126	13.755182	15.55435	16.76283	17.855299	18.639628	19.595224	0.264103	0.52524	1.019921	1.959359	3.597425	7.332217	16.487953	19.346428	21.667234	1.816734	2.418523	4.040357	4.940989	5.625392	6.232818	6.763094	7.53046	0.211309	0.288273	0.503302	0.636591	0.734832	0.8403	0.918891	1.057409	-13.936729	2.343762
2586	11	-1.8426983673	5.0001562657	91.3903508664	0.1467930397	3.2007316121	25.5700747468	6.502473	8.049399	9.797376	11.937977	16.288803	18.14845	19.261798	20.363881	21.154593	22.141849	6.248321	7.669293	9.704389	13.786905	15.589622	16.848668	17.915891	18.744346	19.776986	0.266286	0.527798	1.035033	1.976264	3.635392	7.428547	16.55352	19.62456	21.987228	1.859728	2.45861	4.094641	4.992597	5.636408	6.285458	6.84874	7.621909	0.214305	0.294995	0.509422	0.642082	0.738037	0.841205	0.931451	1.065177	-11.582479	2.361171
2587	11	-1.9266906894	4.9979044835	94.1070841147	1.1591257334	3.3114467333	25.5682782645	6.427058	8.044241	9.702983	12.02549	16.36313	18.209006	19.471473	20.481526	21.332314	22.115639	6.259934	7.720068	9.792951	13.920775	15.659175	16.983941	18.007215	18.778747	19.868332	0.26454	0.517765	1.018088	1.956307	3.650023	7.37484	16.562901	19.571142	21.920432	1.886648	2.547939	4.197319	5.029001	5.727786	6.278033	6.810317	7.576341	0.219732	0.304705	0.518232	0.645693	0.749043	0.845747	0.930255	1.051093	-12.178729	2.35553
2588	11	-1.9796358574	5.0607923149	98.4318980745	1.1194050554	3.1645051291	26.2259779463	6.545479	8.038837	9.73335	11.940811	16.396707	18.24623	19.496556	20.503384	21.411013	22.467078	6.321214	7.788043	9.800627	13.963065	15.818826	16.961235	17.937027	18.930794	20.029385	0.260669	0.51745	1.018212	1.950823	3.612512	7.382856	16.603484	19.775862	22.177005	1.95229	2.597348	4.230804	5.047889	5.707855	6.297945	6.829575	7.527017	0.228648	0.310067	0.530096	0.655875	0.748054	0.837402	0.926566	1.04102	-12.192384	2.38229
2589	11	-1.9301043652	5.0341283744	96.4487276155	0.4119691528	3.1490248904	26.0084569817	6.618748	8.068658	9.76523	11.991425	16.297431	18.105938	19.379615	20.424771	21.246393	22.345009	6.298188	7.764027	9.774257	13.830691	15.697971	16.904239	17.93097	18.853874	19.881083	0.261452	0.515989	1.014407	1.946426	3.570445	7.375306	16.54518	19.671348	22.066482	1.899402	2.535321	4.141931	5.02586	5.659885	6.290381	6.802902	7.51527	0.220896	0.301293	0.5206	0.645229	0.736663	0.834945	0.923261	1.047561	-11.709541	2.340355
2590	11	-1.9633518926	5.0320029271	99.8491381136	1.4465375387	3.1673741797	26.2582409907	6.570612	8.127036	9.86499	12.047104	16.397928	18.288021	19.614492	20.541634	21.386522	22.485454	6.31186	7.7701	9.776862	13.90026	15.644063	16.976755	18.077857	18.870898	20.074774	0.257218	0.508214	0.990013	1.921889	3.547693	7.294928	16.538739	19.695961	22.23607	1.892539	2.533963	4.115427	4.975238	5.657523	6.274626	6.734466	7.481077	0.224527	0.306387	0.522077	0.638502	0.73002	0.832752	0.910474	1.032874	-12.382375	2.384341
