State	Model	DGtaudagP	DGtaudag	RateActivate	RateCleave	RateDeactivate	bubbleLeft	bubbleRight	DGtaudagM	hybridLen	logPrior	rho
217	60	2.6360472481	20.4404095826	0.0063118192	0.1038335342	0.0199817229	3	0	1.4958651719	11	-22.74444909	0.254854
218	107	1.2637543521	21.2479095856	0.3223886445	0.2301390224	0.0931895844	3	0	6.452141848	11	-19.689035837	0.251099
219	44	2.8670958223	19.7851309368	2.1465993784	0.5850634004	0.064884783	0	0	2.5162788958	11	-21.583373448	0.249797
220	43	2.3235659592	20.5914899509	0.01708299	1.9036511223	1.1335380643	1	0	4.4656353028	11	-21.69630965	0.254283
221	123	0.3938152155	22.5597799159	0.1829772208	0.1839172167	0.0260725244	1	0	7.0844049305	11	-22.485569221	0.252974
222	59	3.8877889533	19.4948061243	0.4352936342	0.0368118311	0.001187992	2	0	5.4326267231	11	-24.25987672	0.252918
223	123	3.5620851476	19.2382343139	0.1219844274	0.2573097706	0.2771861708	0	0	5.849592454	11	-19.493630535	0.246161
224	124	3.5392242163	19.8177223231	0.0519796644	0.0518951796	0.1546067892	2	0	9.2764189605	11	-21.127117051	0.252834
225	59	2.3244320692	20.7016295709	0.1276829546	0.2716548384	0.3845048238	0	0	5.9146145719	11	-18.759619271	0.254673
226	12	3.2785056649	21.3383262279	0.4061317118	0.0260792735	0.2654804305	2	0	2.3217948886	11	-19.674922339	0.254395
227	60	3.6079368882	20.2951222156	0.1732296791	0.1319748166	0.4168512176	0	0	2.8331175943	11	-18.750057214	0.254701
228	11	4.8508285742	19.4659253615	0.1477421691	0.0423273626	0.2834238025	0	0	1.5765572123	11	-20.488443487	0.254172
229	43	2.0096281273	20.8187027011	0.1507255509	0.0241107629	0.3041549727	1	0	10.0600179489	11	-22.559075382	0.253419
230	59	3.3007156063	20.0092490463	0.0710381972	0.3140189236	0.2536530608	2	0	2.3783772462	11	-19.43906995	0.252388
231	124	2.9374017225	20.3457087722	0.1274814149	0.1472061984	0.0939646895	0	0	4.2538253531	11	-18.288221156	0.253865
232	44	2.7796604309	19.9825647362	0.0061598975	0.0261444421	0.3454961467	1	0	5.991538028	11	-21.568903814	0.251692
233	4	4.3019656123	19.8116699277	0.9143587637	1.6928229887	0.100629055	2	0	3.7095283599	11	-20.419011425	0.254422
234	44	3.5435469675	19.6557153438	0.2875820629	0.0236187997	0.9603117148	1	0	8.6668348223	11	-21.82507634	0.250382
235	123	2.4888499201	19.8938520094	0.020462168	0.0393869416	0.3020919368	2	0	5.0290711384	11	-20.110629454	0.254781
236	59	2.9734781158	19.8450390135	0.0063259567	0.0038833017	0.0123942723	1	0	0.7296205647	11	-26.999507928	0.254339
237	44	2.2159806425	20.7262657698	0.1281691283	0.2213451075	0.2828469949	0	0	1.6550791708	11	-19.968842118	0.249658
238	60	1.3686253006	20.7630462789	0.1248029819	0.1913720863	0.0654272903	1	0	3.1618079385	11	-19.682912741	0.251868
239	43	3.0841097971	19.4982082067	0.0429662043	0.3525796384	0.1754761459	3	0	5.2021471314	11	-19.507045552	0.252485
240	11	6.8757448436	19.7847334865	0.0353994361	0.0596242656	1.872585397	2	0	3.363452871	11	-20.907805256	0.253942
241	124	1.6281650952	21.0463588199	0.397967353	0.0216847282	0.7151705073	2	0	6.636458705	11	-20.698992224	0.250299
242	59	2.9328994951	19.7380238724	0.0809379444	0.2737428839	1.4186805721	3	0	3.2670337276	11	-20.387619696	0.252694
243	12	5.3976708337	20.4837709246	0.0683959032	0.0474342928	0.3914144478	0	0	2.3721295998	11	-19.036106655	0.252291
244	124	2.9861886368	20.2999632472	0.4339804114	0.7740515269	0.0388148686	3	0	4.6232187435	11	-19.409411364	0.253892
245	4	0.4973443429	20.8926504093	0.0358339412	0.0482100064	0.3032653034	0	0	2.5506359179	11	-21.502391283	0.253573
246	107	1.378381995	21.1449138304	0.105153641	0.0300456527	0.1925513567	0	0	3.3179832943	11	-19.994745102	0.250632
247	44	1.9316522382	20.7979903137	0.0507702194	0.6162960772	0.0554143158	2	0	5.5576919188	11	-19.534380045	0.252389
248	43	2.576638953	20.5551749711	0.1198642851	0.0517386013	0.051134181	3	0	3.6764913774	11	-18.942855462	0.254784
249	44	2.9266651258	19.8697201104	0.2399557653	0.1171461321	0.4403370631	3	0	4.5490673442	11	-18.953476893	0.254032
250	43	2.3203201492	20.4146720477	0.6313862832	0.0106761819	0.0383175071	3	0	6.4863467069	11	-21.039919625	0.254422
251	43	1.8246475787	21.0040545211	0.0281275754	1.2177853373	0.0338675002	0	0	6.0504682899	11	-20.795725917	0.250577
252	44	3.4890921363	19.729019115	0.1143945797	0.3398005828	0.0158566183	0	0	4.0981450121	11	-19.822134764	0.25406
253	124	0.771739538	21.6859690001	0.1198960996	1.1227119795	0.2115510369	1	0	8.8311559791	11	-22.654052733	0.249908
254	3	4.7598411597	20.3638972824	0.1154923037	0.0145779798	0.1675160967	2	0	2.1917064636	11	-19.753587841	0.2508
255	123	3.3235831443	20.4109378105	0.0194162998	0.0677969922	0.0725332934	0	0	6.7389395487	11	-19.408900294	0.253002
256	60	3.0007953241	19.8220599676	0.2410334937	0.5746296694	0.0634423594	0	0	3.196265798	11	-19.627186193	0.247735
257	60	2.5980930074	19.9555069267	0.1817154463	0.0781267279	0.0876775557	2	0	4.533135354	11	-18.868310325	0.248571
258	43	1.6119550192	20.6673490102	0.0182002704	0.5696109783	0.0298219807	2	0	3.6070205041	11	-20.993035407	0.249184
259	11	6.4453840052	21.8744118954	0.2904425269	0.0517297538	0.1930335287	3	0	0.1298291467	11	-21.380584028	0.251684
260	59	2.506651436	20.182452334	0.440985249	0.2849703647	0.0019925321	3	0	0.378351654	11	-25.443993407	0.253251
261	60	2.0047388568	20.5405442664	0.0195359132	0.2140045265	0.0895670218	0	0	2.3491692554	11	-20.463564082	0.249431
262	12	9.9822774982	20.1312930353	0.4421638812	2.7738539866	0.5224997759	0	0	8.5971458926	11	-24.969493472	0.254813
263	124	2.7236786595	19.8281861499	0.4049020999	0.8133361497	1.050449789	2	0	6.3178776367	11	-20.654647368	0.254785
264	43	1.6910662089	20.7678370069	0.108957182	0.0862046052	0.0842065225	2	0	3.4063132178	11	-19.279467939	0.253622
265	43	2.6057324618	20.2860042718	0.0525267275	0.1446020606	0.0893665642	3	0	1.4740254435	11	-20.222262381	0.252025
266	123	1.6447188939	20.9085069611	0.0552707539	0.5140087727	0.3646332922	1	0	4.0172069714	11	-19.674010002	0.251828
267	4	8.7018792793	20.3633757857	0.0963582452	0.0072178285	0.1207763731	0	0	2.1721583853	11	-22.286031328	0.250577
268	4	4.3518615604	19.4461054234	0.2515327647	0.3783549891	0.2067418125	0	0	6.330493248	11	-19.194043656	0.254534
269	60	1.4694160648	20.9300017663	0.1194202616	0.0710580492	0.3658675833	1	0	6.614621782	11	-19.611566618	0.253417
270	59	3.5633495195	19.9478526864	1.0596913793	0.2749544583	0.2088610586	0	0	5.6447763795	11	-19.239969677	0.254952
271	123	1.5224666534	21.1238298604	0.1055274323	0.0671177407	0.058854848	2	0	5.4830171281	11	-19.296454089	0.252946
272	107	2.0593412434	20.4687024875	0.1293579482	0.1276349564	0.0241346788	2	0	5.4631472029	11	-19.363114495	0.253386
273	123	2.3309397003	20.5272031166	0.2489615987	0.1409543368	0.0658043641	3	0	3.8797484904	11	-18.781942948	0.25392
274	4	6.4999417185	19.8473735762	0.0053120062	0.0337433668	1.6323719648	0	0	4.9061986283	11	-22.366193191	0.254222
275	59	1.8166666997	20.8846062603	1.4189556888	0.0767591973	0.0159609601	2	0	4.6379744017	11	-20.928013799	0.251939
276	123	2.4231400599	20.5328864752	1.9136509423	0.0121580521	0.0863466635	3	0	6.707586414	11	-21.488520647	0.251747
277	12	7.8380147462	20.6574791191	0.0168057758	0.1189517743	0.3137844944	2	0	0.4761989206	11	-22.166568784	0.251525
278	60	3.8866290388	20.0766555273	0.0284206608	0.5455899756	1.1034925819	2	0	3.9026805804	11	-19.958804498	0.254534
279	115	7.8714800656	20.2732572517	0.2753839912	0.0145934149	0.0635379595	1	0	4.6155789817	11	-20.085456943	0.254785
280	43	3.0001630426	20.4179259745	0.2853219578	0.0087577655	1.5048635905	0	0	7.5604588149	11	-21.829713217	0.254339
281	43	2.7969328451	20.1548088441	0.0008390475	0.0957920834	0.1308664609	1	0	4.1927614824	11	-24.112052724	0.24924
282	60	2.2369277983	20.452292746	0.055457892	0.0444821914	0.4778935653	0	0	1.5271394912	11	-20.830659018	0.251385
283	123	3.5032123388	19.1289392115	0.0176098896	0.0354476542	0.0311555654	0	0	5.557033203	11	-21.354761501	0.254227
284	60	2.3837898044	20.4881706257	0.092999592	0.0268927357	0.2911769144	0	0	8.4410406407	11	-20.639165792	0.250772
285	123	1.3536641822	21.413388263	0.6375925975	0.2300539194	0.0281473981	1	0	0.109387904	11	-23.240239909	0.254729
286	44	2.533555177	19.9810868423	0.0635616185	0.0506851155	0.3405111316	1	0	4.7310004098	11	-19.248308695	0.249794
287	60	2.8223635847	20.2628451738	0.0397902764	2.011235611	1.3847471459	3	0	7.7669854581	11	-22.133356492	0.25445
288	59	1.987698273	20.9418184339	0.0660587288	0.6929773116	0.0562321043	2	0	4.4308609592	11	-19.441192931	0.25289
289	43	2.0976369172	20.8639711012	1.1275049791	0.0217153397	0.7405025408	0	0	8.1265744149	11	-21.920225213	0.250215
290	44	3.6903532112	19.8135113499	0.0139623813	0.8445823149	0.5408209417	0	0	3.4435474894	11	-20.824825324	0.250912
291	123	2.1096052098	21.4475344067	0.9711026043	0.1920125057	0.6090249326	3	0	4.7736635026	11	-19.791912904	0.253029
292	43	2.6216430184	20.3770622721	1.115357522	1.5062403416	0.2443149609	1	0	5.2453754652	11	-20.425821678	0.253169
293	107	2.727453543	20.0301029399	0.0752861393	0.3578042932	0.42224583	3	0	7.228142913	11	-19.668688497	0.249544
294	123	3.0458840629	19.7655841804	0.2471538438	0.1419063857	0.0454499888	2	0	4.3435976164	11	-19.066483959	0.254616
295	43	2.7652304012	20.6858178243	0.2378995758	0.1763753779	0.0236541471	1	0	1.8291526023	11	-20.113133818	0.25498
296	123	2.9349216928	20.1412169506	0.4111655972	0.3044924745	0.0257725167	2	0	6.0645393708	11	-19.446966642	0.25289
297	43	2.8761465626	19.8521134902	0.0341618101	1.5941822814	0.0146397675	3	0	5.2887952221	11	-21.423812333	0.253614
298	59	2.4446560367	20.5742679494	0.0783579933	1.8727356117	0.7469534731	1	0	3.7535654001	11	-20.555208369	0.253252
299	123	3.7608507651	19.5335118362	0.4856854862	0.105535935	0.0118053691	0	0	3.8036787333	11	-20.531819906	0.253559
300	43	1.7619535479	20.8174978133	0.9630758903	0.2455243103	0.6940516048	1	0	7.5676368389	11	-20.910169889	0.253141
301	44	2.7671453562	19.7138954528	0.0128093838	0.1761704906	0.0257442631	0	0	3.7979794182	11	-20.941176212	0.249852
302	44	2.561094273	20.4778867575	0.0522349324	1.0609416058	0.0294411443	3	0	4.002579696	11	-20.024516368	0.25314
303	123	1.2454348079	21.3814204842	0.018675667	0.0068779154	0.2460372302	2	0	2.6407757417	11	-22.865597625	0.2547
304	107	3.1496000429	19.5352366358	0.089610915	0.1162637316	0.1997154325	0	0	8.3619818011	11	-20.423848475	0.248571
305	3	4.930479813	20.4552256361	0.2542954526	0.1487391876	0.6939710079	2	0	0.5583849812	11	-20.62688425	0.250159
306	124	3.6031855937	19.135819331	0.6206195632	4.620997672	0.2143647552	0	0	7.9951467229	11	-23.534138809	0.254757
307	107	2.1635091135	20.4675008076	0.0896849167	0.3323209788	1.2978345128	1	0	5.2407080159	11	-19.789387152	0.250661
308	60	2.4205637086	20.6158508178	0.0781116	1.9374363705	0.4890269918	2	0	1.5055203034	11	-21.668971984	0.252082
309	4	4.041633551	20.7589141429	0.0964068728	0.0500693273	0.3654822317	0	0	1.8681143638	11	-19.253209698	0.25233
310	107	2.434847577	20.8837462058	0.7286560168	0.0973420177	0.5232057827	1	0	4.889336065	11	-19.189220832	0.254562
311	60	2.8890672614	19.6161052068	0.0108674151	0.7012543493	0.0370345816	2	0	2.8335887549	11	-21.863412723	0.253335
312	44	6.8053329889	20.0482943379	0.0725460892	0.5400124612	2.2221446167	0	0	3.8276176287	11	-20.496268992	0.253921
313	123	3.4846515013	19.7191046478	0.02342792	0.0541569014	0.43383003	2	0	5.9449009929	11	-19.807256035	0.254617
314	11	1.5843245465	20.9439332172	0.0698850768	0.0220807287	0.4126000458	2	0	2.9593924257	11	-20.500073169	0.253364
315	44	1.9501099907	20.9958255211	0.0082861858	1.4780891971	0.0949902969	3	0	3.2091505542	11	-21.894662756	0.252639
316	43	2.9061067971	20.4960947263	0.3499373048	0.1025720338	0.0833046273	1	0	4.4403326876	11	-18.397169373	0.252417
317	43	2.2716755561	20.5391415642	0.0182376102	0.040639873	0.1922308966	0	0	2.8254157009	11	-20.322500479	0.25328
318	123	1.3537423472	21.4332501505	0.4164589486	0.0297762929	0.1821037471	3	0	6.1847127868	11	-20.134606607	0.254185
319	44	2.0775401581	21.0344712744	0.0708205672	0.3721375691	0.0242282813	0	0	1.7486560839	11	-20.790070209	0.254632
320	107	2.3449230023	20.3535048398	0.6818493843	2.2145525814	0.0578736335	1	0	7.1331660523	11	-21.336714311	0.248319
321	60	3.1520645901	19.64490629	0.5329350071	0.0527172721	2.7368753061	2	0	0.1411351805	11	-24.116686233	0.24336
322	123	0.595823049	22.364473114	0.0204679811	0.0186052666	0.0202471197	3	0	4.5610553914	11	-23.325631591	0.254896
323	4	8.5311806219	18.4221016039	0.0700858303	0.0463200668	0.4032947978	2	0	1.6350511462	11	-24.333080683	0.254534
324	124	3.6631109049	19.0971705046	0.0165163799	0.9512876401	0.0460063664	3	0	6.8551683339	11	-21.912732566	0.254924
325	123	1.5592007911	21.1951836327	2.5087323641	0.4431882717	0.0033849315	0	0	4.8944805593	11	-23.882633213	0.253447
326	44	3.4589882044	19.6324385994	0.094387174	0.0367373744	0.032842749	2	0	1.464312742	11	-21.126522283	0.253893
327	124	3.2392234576	19.6837861107	0.0313556385	0.1944852175	0.2403020813	0	0	4.871981358	11	-19.251815492	0.254394
328	60	1.6348565068	21.2708415358	0.8717320971	0.0234373947	2.7616992402	0	0	3.9484483119	11	-22.227869956	0.25381
329	43	1.8469284306	21.5300041534	0.6572494962	0.3402212457	0.1273566022	3	0	3.4647845432	11	-19.744619704	0.254283
330	44	1.8931252826	21.1565325082	0.1569566609	0.1644526999	0.2121751117	3	0	1.292427133	11	-20.40139236	0.254784
331	59	4.5620817597	19.8548065138	0.1439087141	9.7738299843	0.1909346087	0	0	7.9041174948	11	-22.915357863	0.252723
332	12	6.2013792887	20.6403066977	0.1293181998	0.0287817158	0.2682471258	0	0	2.7120327156	11	-18.96305746	0.252416
333	43	2.456347616	20.4818913646	0.3042237461	0.0217487997	0.1045135585	3	0	4.1523503225	11	-19.359972658	0.249769
334	4	5.1700139933	21.2804417965	0.1461357556	0.0107653	0.1833206502	2	0	3.3404701243	11	-19.254787573	0.253001
335	123	1.423341513	21.0703011198	0.0094872348	0.0957942472	0.0229484769	3	0	4.0371025086	11	-21.469201711	0.252193
336	60	2.2813822172	20.5979274567	0.2245186937	0.1734881082	0.607448658	3	0	6.4376391734	11	-19.17122835	0.252179
337	107	3.5615514487	19.5627702129	1.2347861651	0.0290408933	0.4898628694	0	0	7.9389148085	11	-21.624532798	0.251859
338	11	3.7783586762	19.5481762601	0.0408017875	0.0090890874	0.3446210244	2	0	3.712615731	11	-20.992563909	0.253057
339	60	3.3413453951	19.9357025825	0.1881696997	0.0333082218	0.0746840869	2	0	5.6255891675	11	-18.952591916	0.254423
340	60	3.1760194915	19.8356093081	0.159832452	3.5343234496	0.3060792274	2	0	7.8402450755	11	-21.7995865	0.250327
341	123	1.2431673274	20.9691760819	0.1238886562	0.1384095082	0.1263965928	0	0	7.9189528133	11	-20.268863085	0.251687
342	123	2.7456046078	20.3356389603	0.0505221672	0.1440629255	0.1917750534	0	0	4.8603316594	11	-18.538925004	0.254952
343	60	2.9848038695	20.7210258665	0.0148063191	0.0512942981	0.879114359	3	0	4.5745254747	11	-20.009138279	0.254225
344	60	2.3919795119	20.5144691815	0.2295166552	0.6084593655	1.8510033373	2	0	1.3220419209	11	-21.931968981	0.254423
345	43	2.515592123	20.5281829869	0.1005037755	0.0485955074	0.3179155655	1	0	8.7358909123	11	-20.467290739	0.252528
346	44	2.8037328157	19.8858693612	0.0268094162	0.0148505945	0.5864103642	0	0	6.7651099856	11	-21.150525269	0.25119
347	124	2.7055688161	19.5796405225	5.1647753474	0.2657888393	1.1856789914	3	0	4.6491304731	11	-22.808453577	0.253995
348	107	2.3397726739	20.1549498533	2.6188829307	0.0236857974	0.1863399594	0	0	5.2952732778	11	-21.152142883	0.249378
349	44	1.6442387757	20.8892360403	0.520007283	0.9484684194	0.0295201723	3	0	4.0652134411	11	-20.573288688	0.252499
350	43	2.3245979406	20.3495400112	0.4370202148	0.0936432789	0.3730417821	0	0	9.6970155285	11	-21.777825249	0.252472
351	59	3.8319935821	19.0931189436	0.0081321575	0.4040475567	0.3305214988	0	0	1.3077194216	11	-23.236854622	0.2508
352	123	2.965780794	20.120326295	0.2374598163	0.0272105733	1.5436846652	2	0	3.9192416633	11	-20.299875858	0.251023
353	59	2.6050449922	20.0028661851	0.2461471646	0.0805765646	0.1845379427	3	0	3.7868349539	11	-18.971411475	0.254951
354	44	2.3346332613	20.6616560525	0.1349123247	3.0888283624	3.6526419037	2	0	8.7393765883	11	-24.288204694	0.250076
355	60	1.36141168	21.2638520248	0.70625324	0.2334542585	0.0962490762	1	0	7.1889272852	11	-20.328965812	0.251148
356	123	1.7228135495	21.2743993739	0.0219027053	0.1846422193	0.8193400222	3	0	7.0458455812	11	-20.730409981	0.25406
357	60	3.3421989851	19.7995792631	0.3143679235	0.1762332013	0.0787084795	1	0	7.1297795475	11	-19.273186012	0.253893
358	43	2.9695105709	19.537209617	0.1831063055	0.3013664212	0.0362889553	3	0	7.765252528	11	-20.499441958	0.25112
359	36	5.8726163853	19.2153084318	0.3206458329	0.0049452111	2.178790738	0	0	2.5569592053	11	-23.950145334	0.251274
360	124	3.7611948694	19.7305745176	0.2854561407	0.0220222424	0.0796863435	1	0	6.7610994962	11	-19.73649181	0.254423
361	60	2.2579825611	20.4037307885	0.0545929229	0.1310534396	1.4096031295	0	0	4.416651466	11	-19.882804875	0.253976
362	123	3.0629745559	20.4077952789	0.0463329776	0.0287468723	0.1679005882	1	0	4.1299750348	11	-19.000455676	0.254116
363	43	3.0738015962	21.0023564674	0.1777174566	0.035330135	2.0765520128	1	0	5.9579228665	11	-19.929929576	0.253503
364	44	0.3529711178	22.3967715895	0.4232602068	0.2053937869	0.0086297471	0	0	4.3971265337	11	-23.096110998	0.254506
365	44	3.0163963884	19.987988441	0.0438480697	0.0475433052	0.2378922553	1	0	3.6221646877	11	-19.286735079	0.253113
366	60	2.4594698554	20.212394072	0.2633950152	0.5163425197	0.0326885014	0	0	4.807878464	11	-19.433793008	0.252305
367	59	3.0710507897	19.9610669926	0.2463981704	1.2164893808	0.239666773	3	0	-0.0516513035	11	-22.688977277	0.252945
368	123	4.1176209978	19.0301732312	0.3659829709	0.4355004657	0.5637537963	2	0	6.0124716953	11	-20.417892755	0.254172
369	44	3.0730913874	20.2892066883	0.4511687379	0.2959845725	1.9467353635	3	0	6.1151431828	11	-20.100693842	0.253279
370	124	2.41700874	20.1563997344	0.4096471663	0.0360408904	1.6150857084	0	0	4.0610668364	11	-20.589344682	0.252834
371	3	6.8753986876	21.2413611513	0.096563502	0.0459588834	0.2493189099	1	0	1.1677829525	11	-20.109376375	0.254443
372	124	3.4443028315	19.5896735395	0.1248835519	0.077062424	0.0052601732	1	0	6.4729884129	11	-21.40731851	0.253865
373	60	2.5767384462	20.3698249101	1.0481657107	0.0569645409	0.4844999972	1	0	7.7668409064	11	-20.633654944	0.254339
374	123	3.9612912371	19.3850221292	0.4281076703	0.1201333378	0.2614765466	0	0	5.9619841406	11	-19.311177545	0.248933
375	123	3.5935141589	19.9629417756	0.1157974568	0.1918565752	0.0313630799	0	0	6.7699403088	11	-19.128004856	0.254841
376	59	1.0795793695	21.5734450431	1.4750135767	0.2433244722	0.0123093285	3	0	4.3099370244	11	-22.047749249	0.253976
377	43	3.3391070376	19.9249709422	2.8235143838	0.0501612201	0.000510778	2	0	6.1091338797	11	-27.330095215	0.254562
378	124	2.9373468686	20.2004738826	0.4347486191	1.1934763691	1.3012526021	1	0	6.2867821325	11	-20.691535612	0.253921
379	44	3.3661701575	22.0659300075	0.2171780141	2.0719372585	0.9447017509	0	0	6.082398111	11	-20.741528276	0.254227
380	44	2.6874761766	19.9758476399	1.5999675184	0.038491775	0.0746349413	1	0	4.8767121768	11	-20.303199495	0.254506
381	59	1.8733790369	20.7333154086	0.4603483722	0.6926029292	0.0146849534	0	0	6.115242271	11	-20.744558575	0.253754
382	123	2.455227238	20.6330316373	0.2442278981	0.1742227065	1.9143778141	0	0	4.2914026934	11	-19.835717594	0.254409
383	12	9.093135355	18.4691701393	0.1187497968	0.0249264003	0.2363062944	0	0	1.3850125307	11	-25.072608371	0.252834
384	43	1.630504058	20.8467374948	0.2236949019	0.0891084151	0.4012525967	2	0	5.9189581059	11	-19.273438588	0.251385
385	107	2.0252205545	20.8293833833	0.7803463761	0.2632940797	0.2814671906	1	0	6.4802934717	11	-19.587638955	0.254868
386	43	1.7122094797	21.5096734738	0.1108488328	0.581319548	0.1242405095	0	0	2.9800721637	11	-19.846748944	0.253796
387	3	6.82681149	19.9388746921	0.0384622406	0.1431633014	0.2432480471	0	0	2.2992369275	11	-19.749345569	0.254422
388	43	2.4839160036	20.053615608	0.4693574653	0.270192731	0.5169468545	2	0	9.9576594079	11	-22.452717856	0.254336
389	59	2.0255318475	20.7552246873	6.9299127527	5.5958641176	0.0707058573	0	0	3.941407997	11	-24.777014086	0.248056
390	12	7.4054793347	19.9798243418	0.1124386314	0.0147049576	0.3158458808	0	0	3.7673820826	11	-20.10930097	0.254785
391	44	2.7609839208	20.7252593555	0.1724253461	2.3072594956	0.0127160588	0	0	4.7530120365	11	-20.970596951	0.252806
392	12	5.0851028864	20.6331530496	0.0243345988	0.0128700651	0.3017680481	2	0	4.4058705423	11	-19.564579413	0.253447
393	123	0.7273135899	21.5469501778	0.1085083147	0.554261144	0.6218814123	3	0	1.3276896331	11	-22.389285803	0.249121
394	4	5.9014899216	21.6261873969	0.3556622264	0.0029214917	0.0651944375	2	0	2.0414189755	11	-22.341532863	0.253029
395	43	3.7263383128	19.6618660474	0.1795049659	0.0040462496	0.736059601	0	0	6.1806909587	11	-21.968910674	0.25498
396	43	4.0054791507	20.0619635289	0.1656443236	0.012992887	0.0882260204	2	0	8.8809263146	11	-21.15947306	0.254088
397	123	3.1414905564	19.8655875852	0.0085565945	0.042059847	0.0202117083	2	0	3.5520187942	11	-21.599285784	0.252639
398	20	4.0463325353	19.5922480919	0.0087634958	0.1707346217	0.3580450215	2	0	5.2073283216	11	-20.378059615	0.252751
399	43	6.1359521321	19.7928731882	0.6752129354	0.3518777788	0.2152269588	0	0	7.9942402202	11	-20.13616164	0.253726
400	43	2.8764894345	20.1367035509	0.091622	0.1894398165	0.1253487722	0	0	8.0045038218	11	-19.558127402	0.254534
401	59	3.2812367658	20.2868262627	0.0304506271	0.0736844326	0.0228905567	2	0	2.1546619992	11	-20.395205368	0.252277
402	123	1.326343817	21.214070339	0.5589727982	0.0140031678	0.8446836478	1	0	1.0247925546	11	-23.3046491	0.252019
403	59	1.4317393095	21.0186335424	0.4206115731	0.1049514889	0.5948580503	2	0	1.6958428207	11	-21.066054882	0.254506
404	43	3.4016893661	20.3493783758	0.2230744773	0.213686997	0.0229473622	1	0	7.0230722123	11	-19.259699956	0.253754
405	44	2.064235706	20.7014333586	0.6800920656	0.5224876256	0.0283647598	3	0	7.4655312076	11	-20.721824531	0.254004
406	60	3.2412923068	20.0038274464	1.3817888439	0.1350596976	0.0929223766	0	0	5.6057213084	11	-19.471558429	0.254646
407	123	3.5471625216	19.4932404627	0.1831026787	0.1145355621	0.1033962129	2	0	0.8001626501	11	-21.080623668	0.254367
408	59	1.6665292865	21.0239731087	0.010537493	0.2472993043	0.0660926233	0	0	8.0542500488	11	-21.625335866	0.254869
409	123	3.246843715	19.8465326166	0.0360332603	0.1433027553	0.006285886	0	0	-0.0591285703	11	-24.165386021	0.250716
410	43	1.5705498844	21.2251446399	0.0751593442	0.2508069991	0.0784377902	0	0	3.3771274491	11	-19.488273602	0.252737
411	43	2.4769160386	20.0545387707	0.0678289752	0.1427294749	0.2495036543	2	0	4.3968311753	11	-18.901447588	0.251077
412	60	3.3601220812	19.2088422448	0.8209781508	0.0504110769	0.5958924245	2	0	3.4088352454	11	-20.97537615	0.25442
413	43	2.918597556	19.4932268226	0.0927954102	0.0230254457	0.0325029487	3	0	4.8666902674	11	-20.337237144	0.253802
414	11	6.2267776771	20.4895418606	0.1838112717	0.0043721379	0.3233963016	2	0	4.3407674941	11	-20.535466755	0.254005
415	123	3.3477761959	19.5282930578	0.1356017477	0.0478023126	0.0662587389	1	0	7.1069157646	11	-19.79911258	0.253364
416	43	2.0842442434	20.3068415604	0.2952040085	0.2374534466	0.0341610416	2	0	3.3608743989	11	-19.666672453	0.250214
417	59	1.9863395605	21.0019146856	0.4872303165	0.6194085745	0.5745186266	2	0	1.4596260345	11	-21.283487163	0.254228
418	123	2.7767645712	20.0115489927	0.0309924322	0.0641254326	0.7219351835	2	0	3.9303966156	11	-19.864549248	0.250772
419	11	7.4494081033	20.8415548191	0.8785799377	0.0437696995	0.325819156	3	0	1.4899183631	11	-20.856252856	0.253809
420	124	1.2006525341	21.4963823218	0.0116416405	0.0565060836	0.0243031092	3	0	3.9401872759	11	-21.70052446	0.254199
421	124	2.6134931331	19.7883192078	0.4665416815	0.0104001704	0.0488983888	1	0	5.6448748863	11	-20.929176223	0.253024
422	123	3.5678945494	20.1393659363	0.0500984722	0.0716075956	0.6053247648	0	0	4.5398524601	11	-18.85625272	0.253308
423	44	2.5853890971	20.3890825332	0.0149834303	0.541026683	1.0883807819	1	0	2.0884233691	11	-21.712256969	0.251748
424	44	1.8742395614	21.0765384994	0.0016579684	1.9440469411	0.1184125117	2	0	5.0764681728	11	-24.299109394	0.24885
425	59	3.5575351111	19.986322332	0.320686246	0.0212738477	0.423160483	2	0	7.9075475813	11	-20.411195909	0.25172
426	123	4.0395369969	19.5499190794	0.0177691629	0.2626853312	0.0111936623	0	0	7.1753443669	11	-21.576004284	0.251023
427	44	0.7255556399	21.7617622365	0.2369631276	0.2582975925	0.1505674508	1	0	7.3400258032	11	-20.808763411	0.252523
428	107	3.1255162381	19.7553526228	0.0079526579	0.2170950103	0.0641996641	0	0	8.759341397	11	-22.362426292	0.254785
429	59	4.3696841014	19.2754086392	1.1893005608	0.0845104842	1.1843924358	0	0	7.9011430512	11	-21.941661203	0.25328
430	44	1.0031792369	21.9909339149	1.5211756919	0.1317623322	0.1475963897	3	0	6.0533017407	11	-21.221626634	0.254534
431	59	2.5665724315	20.1195190703	0.351996958	0.0966748884	1.2948260395	2	0	2.7876443087	11	-20.378888519	0.251829
432	107	4.0307707195	19.3500773834	0.180351942	0.0431289686	0.0186636338	0	0	7.984695547	11	-21.228887264	0.254813
433	43	1.3514635229	21.6544965367	0.0698374281	0.259725322	0.0377406731	1	0	4.7104848016	11	-19.88472458	0.252807
434	123	3.9195955585	19.7503428332	0.258210938	0.1312327306	0.0920391736	0	0	5.0113510966	11	-18.471921474	0.254061
435	4	4.2658661963	20.4062195897	0.0264486866	0.0803673987	2.21376469	0	0	3.6316925506	11	-20.156995708	0.252862
